,headline,date,snippet,source
267,Chile short-lists seven companies for value-added lithium projects,08/08/2017,"-based supplier Albemarle Corp.On Tuesday, the government said Russia's",reuters
268,BRIEF-Albemarle Q2 earnings per share $0.92,07/08/2017,Aug 7 (Reuters) - Albemarle Corp:* Albemarle growth story continues per share view $1.11 -- Thomson ReutersI/B/E/S* Albemarle Corp - ‍we,reuters
269,Lithium processors prepare to meet demand in era of electric car,07/08/2017,"FMC and U.S.-listed Albemarle , another of the top four estimates FMC, Albemarle",reuters
270,REFILE-Lithium processors prepare to meet demand in era of electric car,07/08/2017,"Albemarle,another of the top four producers.""We estimate.Roskill managing director Robert Baylis estimates FMC,Albemarle, SQM",reuters
271,Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"Corp, Albemarle and Chile's SQM, is meanwhile flexing its collective",reuters
272,CORRECTED-RPT-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"months.The existing oligopoly, comprising FMC Corp,Albemarle",reuters
273,CORRECTED-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"months.The existing oligopoly, comprising FMC Corp,Albemarle",reuters
274,Chile receives 12 bids for value-added lithium projects,10/07/2017,"price, part of a deal CORFO made with U.S.-based supplier Albemarle",reuters
275,BRIEF-Laurie Brlas gets elected to Albemarle board of directors,26/06/2017,June 26 (Reuters) - Albemarle Corp:* Laurie Brlas elected to Albemarle Corporation board ofdirectors* Albemarle Corp - board,reuters
276,Bayer CropScience lawsuit over 'bad faith' Albemarle pricing is revived,20/06/2017,CropScience LPmay pursue part of its lawsuit accusing Albemarle Corp,reuters
277,SQM says to expand lithium production as demand grows,18/05/2017,"bySQM and U.S. firms Albemarle and FMC.SQM, which is also an important",reuters
278,BRIEF-Albemarle reports Q1 sales $722.1 million,03/05/2017,May 3 (Reuters) - Albemarle Corp* Albemarle reports 10% growth view $0.97 -- Thomson ReutersI/B/E/S* Albemarle Corp - Initiated $250,reuters
279,BRIEF-Albemarle CEO Luther Kissam's FY 2016 total compensation was $8.4 mln,17/03/2017,March 17 (Reuters) - Albemarle Corp* CEO Luther Kissam's FY 2016,reuters
280,BRIEF-Albemarle positioned to double lithium concentrate production at Greenbushes facility,16/03/2017,"March 16 (Reuters) - Albemarle Corp -* Talison, a JV between co",reuters
281,"Wall Street slips on wiretap accusation, geopolitical worries",06/03/2017,""". Albemarle  was the biggest percentage loser on the S",reuters
282,"US STOCKS-Wall St slips on wiretap accusation, geopolitical worries",06/03/2017,"""neutral"".Albemarle was the biggest percentage loser on theS&P, with a 5",reuters
283,BRIEF-Albemarle Q4 earnings per share $5.30,27/02/2017,Feb 27 (Reuters) - Albemarle Corp:* Albemarle reports strong 2016 earnings per share $0.37 from continuing operations* Albemarle - lithium,reuters
284,Albemarle's Chilean lithium plant partially closed after storm,27/02/2017,"SANTIAGO, Feb 27 (Reuters) - A lithium plant at Albemarle's Albemarle's subsidiaryRockwood said it had suspended operations",reuters
285,BRIEF-Albemarle raises dividend for 23rd consecutive year,23/02/2017,Feb 23 (Reuters) - Albemarle Corp* Albemarle raises dividend,reuters
286,BRIEF-Albemarle and Tianqi terminate option for indirect minority interest in Albemarle subsidiary,22/02/2017,Feb 22 (Reuters) - Tianqi Lithium Industries Inc:* Albemarle and Tianqi terminate option for indirectminority interest in Albemarle,reuters
287,Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,"spot, already home to a brine facility operated by Albemarle Corp. And Albemarle is itself a core member of the lithium establishment",reuters
288,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,"lithium hot spot, already home to a brine facility operated byAlbemarle Corp.And Albemarle is itself a core member of the lithium",reuters
289,COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,03/02/2017,"to a brine facility operated byAlbemarle Corp.And Albemarle is itself a core of having learnt itscollective lesson.Albemarle, SQM, Tianqi",reuters
290,"BRIEF-Albemarle says as of Jan. 18, total of EUR 533.3 mln aggregate principal amount of 2021 notes had been validly tendered",19/01/2017,"Jan 19 (Reuters) - Albemarle Corp :* Albemarle Corporation announces debt securities* Albemarle Corp - as of January 18, total of EUR",reuters
291,Chile to invite bids on value-added lithium tech in April,17/01/2017,a deal with world lithium leader Albemarle to allow it to boost output,reuters
292,BRIEF-Albemarle Corp announces redemption of all outstanding 3 pct senior notes due 2019,11/01/2017,Jan 11 (Reuters) - Albemarle Corp* Albemarle corporation announces,reuters
293,BRIEF-Albemarle announces pricing of tender offers,10/01/2017,Jan 11 (Reuters) - Albemarle Corp* Albemarle corporation announces,reuters
294,BRIEF-Albemarle Corp says commenced tender offers to buy all 3.000 pct senior notes due 2019 and 4.500 pct senior notes due 2020,04/01/2017,Jan 4 (Reuters) - Albemarle Corp :* Albemarle Corp- on Jan 4 co due 2019 and4.500 pct senior notes due 2020-sec filing* Albemarle,reuters
295,BRIEF-Albemarle receives final approval to expand lithium operations in Chile,04/01/2017,Jan 4 (Reuters) - Albemarle Corp* Albemarle receives final approval to expand lithiumoperations in Chile* Albemarle Corp - Agreed,reuters
296,"Factbox: New mines, expansions in lithium",15/12/2016,"processing capacity by more than 50 percent.ALBEMARLEIn February, U.S. chemical producer Albemarle Corp  signed a MOU",reuters
297,Stampede to invest in lithium mines threatens price gains,15/12/2016,Albemarle Corp  announced in February plans to more than,reuters
298,BRIEF-Albemarle price increases for select brominated products,02/12/2016,Dec 2 (Reuters) - Albemarle Corp* Albemarle Corp - Effective Jan 1,reuters
299,"BRIEF-Albemarle - Tianqi to acquire 20% indirect ownership interest in Rockwood Lithium GmbH, units",30/11/2016,Nov 30 (Reuters) - Albemarle Corp* Tianqi has given notice,reuters
300,From books to banks: Investors place bets against Italy meltdown,24/11/2016,",but it will not be a catastrophe if the 'No' wins,"" said UmbertoBorghesi of UK-based Albemarlemillion) in assets, said Albemarle planned to raise up to 60million euros",reuters
301,BRIEF-Albemarle board of directors elects Luke Kissam as chairman,07/11/2016,Nov 7 (Reuters) - Albemarle Corp* Albemarle board of directors,reuters
302,BRIEF-Albemarle posts Q3 adj. earnings $0.91/shr from continuing operations,07/11/2016,Nov 7 (Reuters) - Albemarle Corp* Albemarle reports third quarter,reuters
303,Chile holds line on lithium exploration limits despite price rise,02/11/2016,"Albemarle to increase output.However, it said earlier this year",reuters
304,Samsung's woes highlight explosive limits of lithium batteries,12/10/2016,"to Albemarle, a U.S. chemical company.But for the same reason, lithium-ion, according to Albemarle, smaller scale players have scrimped on safety",reuters
305,Electric car revolution brightens outlook for a medley of metals,05/10/2016,in electric vehicles. It has investments in New York-listed Albemarle of Benchmark Mineral Intelligence. Albemarle is investing,reuters
306,RPT-INSIGHT-Electric car revolution brightens outlook for a medley of metals,05/10/2016,"in electric vehicles. It hasinvestments in New York-listed Albemarle, managing director of BenchmarkMineral Intelligence.Albemarle",reuters
307,INSIGHT-Electric car revolution brightens outlook for a medley of metals,05/10/2016,"in New York-listed Albemarle and Australia'sOrocobre, two companiesMineral Intelligence.Albemarle is investing an undisclosed sum to boost",reuters
308,RPT-COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,andAlbemarle. The former snapped up the previous ownerTalison Lithium was itself subsumed into Albemarle in2014.Now both partners seem,reuters
309,The lithium supply battle starts to heat up: Andy Home,20/09/2016,"joint owners are Tianqi Lithium and Albemarle. The former snapped up to Rockwood Holdings, which was itself subsumed into Albemarle",reuters
310,COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,establishment.Its joint owners are Tianqi Lithium andAlbemarle. The former into Albemarle in2014.Now both partners seem intent on extending,reuters
311,"BRIEF-Albemarle signs agreement for exclusive exploration, acquisition rights to lithium resource in Argentina",12/09/2016,Sept 12 (Reuters) - Albemarle Corp :* Albemarle signs agreement,reuters
312,China's Tianqi Lithium to build $300 mln plant in Australia,06/09/2016,isjointly owned by Tianqi and lithium producer Albemarle Corp.The mine,reuters
313,"After Chile buying spree, Wealth Minerals eyes rule changes",30/08/2016,"Atacama, where industry incumbents SQM  and Albemarle",reuters
314,BRIEF-Albemarle to acquire lithium salts production assets in Asia,23/08/2016,Aug 23 (Reuters) - Albemarle Corp* Albemarle signs definitive agreement to acquire lithiumsalts production assets in Asia* Albemarle,reuters
315,BRIEF-Albemarle Q2 adjusted EPS $0.93 from cont ops,03/08/2016,Aug 3 (Reuters) - Albemarle Corp* Q2 adjusted earnings per share/B/E/S* Q2 loss per share $2.78 including items* Albemarle exceeds,reuters
316,DIARY-U.S. EARNINGS WEEK AHEAD,29/07/2016,Earnings Release 3-Aug-16 AMC ALB.N Albemarle Corp Q2 2016 Albemarle Corp Earnings Release 3-Aug-16 AMC,reuters
317,BASF says must run Chemetall very well to avoid buyer's remorse,27/07/2016,that the $3.2 billion it paid for AlbemarleCorp's surface-treatment,reuters
318,"BASF's second-quarter profit fall on weak oil, crop chemicals units",27/07/2016,growth and struck a deal to buy Albemarle Corp's surface-treatment,reuters
319,"Umicore, Sinochem expected to bid for Total's Atotech: sources",25/07/2016,", the world's largest chemical producer, agreed to buy Albemarle",reuters
320,"Umicore, Sinochem expected to bid for Total's Atotech - sources",25/07/2016,"largest chemical producer,agreed to buy Albemarle Corp's surface-treatment",reuters
321,Lithium rivals SQM and Albemarle sign environment deal,21/07/2016,"SANTIAGO (Reuters) - SQM and Albemarle's Rockwood, two of the world's",reuters
322,Casualty of Australia's iron ore war seeks second chance in lithium,21/07/2016,"Albemarle, the world’s biggest lithium producer, was given permission",reuters
323,"U.S. RESEARCH ROUNDUP-Netflix, Schlumberger, Hyatt Hotels",19/07/2016,: Keybanc raises target price to $38 from $35 * Albemarle Corp,reuters
324,"BRIEF-S&P Dow Jones indices says Albemarle, Fortive to join S&P 500",23/06/2016,June 23 (Reuters) - S&P Dow Jones Indices:* Albemarle and Fortive set to join the S&P 500* Albemarle Corp will replace Teco Energy Inc,reuters
325,BRIEF-Fitch says Albemarle's planned sale of Chemetall surface treatment business to BASF is neutral to ratings,17/06/2016,June 17 (Reuters) - Fitch Ratings* Fitch says Albemarle's planned,reuters
326,BASF buys Albemarle's surface treatment business for $3.2 billion,17/06/2016,">, the world's largest chemical producer, is buying Albemarle and divestments during his five years in charge. Albemarle said BASF paid",reuters
327,Albemarle to sell surface treatment unit to BASF for $3.2 bln,17/06/2016,June 17 (Reuters) - Chemical producer Albemarle Corp said it would,reuters
328,BRIEF-Albemarle to sell Chemetall Surface Treatment Business to BASF for $3.2 bln,17/06/2016,June 17 (Reuters) - Albemarle Corp:* Albemarle enters for $3.2 billion* Albemarle corp says BofA Merrill lynch is acting,reuters
329,"RPT-COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"andAlbemarle Corp dominate the production landscape,extracting lithium from salt lakes in Chile and Argentina.Albemarle also operates a brine",reuters
330,"What price lithium, the metal of the future? Andy Home",06/06/2016,", Macquarie says. Chile's SQM and U.S. companies FMC Corp and Albemarle Corp in Chile and Argentina. Albemarle also operates a brine operation",reuters
331,"COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,Chile's SQM and U.S. companies FMC Corp andAlbemarle Corp dominate and Argentina.Albemarle also operates a brine operation in Nevada,reuters
332,"BRIEF-Albemarle to name Brian Tessin vice president, tax & chief tax counsel",01/06/2016,June 1 (Reuters) - Albemarle Corp* Albemarle to name Brian Tessin,reuters
333,Albemarle exploring sale of unit worth $3 billion: Bbg,13/05/2016,"(Reuters) - Lithium producer Albemarle Corp is exploring the sale for Chemetall, the people said.Albemarle hasn't made a final",reuters
334,Albemarle exploring sale of unit worth $3 bln - Bbg,13/05/2016,"May 13 (Reuters) - Lithium producer Albemarle Corp is exploring options for Chemetall, the people said.Albemarle hasn't made a final",reuters
335,BRIEF-Albemarle said to explore sale of $3 bln surface-treatment unit- Bloomberg,13/05/2016,May 13 (Reuters) -* Albemarle Corp said to explore sale of $3 Corp has been hired to help Albemarleconsider strategic options,reuters
336,"BRIEF-Albemarle names Karen Narwold executive VP, chief administrative officer",13/05/2016,May 13 (Reuters) - Albemarle Corp* Albemarle names Karen Narwold executive vice president andchief administrative officer* Albemarle,reuters
337,BRIEF-Albemarle sets quarterly dividend of $0.305/share,10/05/2016,May 10 (Reuters) - Albemarle Corp :* Sets quarterly dividend,reuters
338,BRIEF-Albemarle names David Ryan treasurer,10/05/2016,May 10 (Reuters) - Albemarle Corp :* Albemarle names David Ryan,reuters
339,BRIEF-Albemarle sees 2016 adjusted earnings per share $3.90-$4.25,10/05/2016,May 10 (Reuters) - Albemarle Corp* Lithium and advanced materials%* Albemarle corp says reported free cash flow is expected torange,reuters
340,Chemicals firm SQM asks Chile to block Albemarle lithium project,05/05/2016,producer Albemarle Corp from expanding production in the South American after Albemarle's Rockwood unit signed a deal with Chilean economic,reuters
341,BRIEF-Albemarle to discontinue production of HBCD-based flame retardants,04/05/2016,May 4 (Reuters) - Albemarle Corp* Albemarle to discontinue,reuters
342,BRIEF-Albemarle says CFO resumes duties following temporary medical leave of absence,12/04/2016,April 12 (Reuters) - Albemarle Corp* Albemarle CFO resumes duties leave of absence* Albemarle says Scott Tozier has resumed management,reuters
343,Battery-hungry world turns to South America's 'lithium triangle',15/03/2016,"Corfo over royalties.Now U.S. specialty chemicals firm Albemarle"" and in the interests of Chileans.Albemarle and SQM declined to be interviewed",reuters
344,Lithium miners hunt for capital as demand for metal climbs,07/03/2016,", Bourassa said.Three large producers, SQM, Albemarle Corp and FMC Corp",reuters
345,Suspect in Virginia students' murders pleads guilty to all charges,02/03/2016,Matthew entered the guilty plea during a hearing at Albemarle County,reuters
346,Suspect in Virginia students' murders expected to enter guilty pleas,01/03/2016,a pretrial hearing in Albemarle County Circuit Court on Wednesday,reuters
347,U.S. lithium firm Albemarle plans to more than double Chile output,02/02/2016,"SANTIAGO, Feb 2 (Reuters) - U.S. lithium producer Albemarlehas batteries is heating up.Albemarle Corp unit Rockwood will invest between$400",reuters
348,"Chile pushes lithium development, puts state reserves up for tender",25/01/2016,supplier Albemarle Corp and chemicalsfirm FMC Corporation. Starting,reuters
349,Judge authorizes search after scent of slain Virginia woman is found,11/01/2016,", in Albemarle Circuit Court, offered a rare window into forensic evidence",reuters
350,Slain Virginia student's scent found in suspect's apartment: witness,11/01/2016,"was present.”The pretrial hearing, in Albemarle Circuit Court, offered",reuters
351,"Paris climate pact sinks coal stocks, lifts renewable energy",14/12/2015,"SolarEdge Technologies Inc and Albemarle Corp, which supplies lithium",reuters
352,Renewable energy stocks rally after Paris climate deal,14/12/2015,", solar panelgroup SolarEdge and Albemarle, a chemicalscompany",reuters
353,Investors shrug off climate summit investment pledges,07/12/2015,"on low emissions would benefit Tesla, lithium supplier Albemarle",reuters
354,Goldman backs low-emissions stocks as climate talks start,30/11/2015,">, lithium supplier Albemarle  and solar-panel at $231.64 and Albemarle was up 0.9 percent at $53.59.European premium turbine",reuters
355,Four people injured in blast at Texas SunEdison plant,02/10/2015,"A neighboring plant owned by Albemarle Corp, aspecialty chemicals company TV stations.An Albemarle official said there was no incident at its",reuters
356,Four people injured in Texas plant of Albemarle - report,02/10/2015,"in a small explosion at the Pasadena, Texas plant ofAlbemarle Corp, according to a local media report.The Pasadena plant of Albemarle",reuters
357,Four injured at Houston-area chemical plant fire,02/10/2015,numerous rescue vehicles outside the Albemarle chemical plant,reuters
358,Virginia man charged in students' deaths waives right to speedy trial,30/09/2015,", 33, said when Albemarle County Circuit Court Judge Cheryl Higgins in September 2014. Searchers found her body in a remote area of Albemarle",reuters
359,Man charged in Virginia student's death indicted in second murder,15/09/2015,"appearance on the new charges on Wednesday, the Albemarle County Commonwealth's",reuters
360,DIARY-U.S. MEETINGS/WEEK AHEAD,12/08/2015,Conf12 Aug 18:40 Albemarle Corp at Jefferies Industrials,reuters
361,DIARY-NON S&P WEEK AHEAD,05/08/2015,AMC Q2 2015 Albemarle 05 Aug AMC Q2,reuters
362,DIARY-NON S&P WEEK AHEAD - Part II,31/07/2015,2015 Albemarle Corp 05 Aug AMC Q2 2015 Alder,reuters
363,Accuser testifies in sex assault trial of suspect in Virginia student's murder,08/06/2015,in a case that drew national attention.Albemarle County prosecutors,reuters
364,Man accused of killing UVA student could now face death penalty,05/05/2015,for the death penalty.Albemarle County prosecutors said a capital murder,reuters
365,Loss of UK shops up nearly threefold in 2014: report,15/03/2015,"Blockbuster, pawnbroker Albemarle & Bond, and underwear shop La Senza",reuters
366,Loss of UK shops up nearly threefold in 2014 - report,15/03/2015,"rental chain Blockbuster, pawnbroker Albemarle &Bond, and underwear shop",reuters
367,DNA expert to join defense for man accused in UVA student killing,04/03/2015,"will have a DNA expert appointed to his legal team, an Albemarle County",reuters
368,Trial set for June 29 for suspect in killing of Virginia student Hannah Graham,18/02/2015,"worker, is scheduled to last three weeks, an Albemarle County Circuit,"" Albemarle County prosecutor Denise Lunsford told reporters after",reuters
369,June trial for man accused of killing Virginia student Graham,13/02/2015,and is scheduled to make his first appearance in the Graham murder case in Albemarle Dawn Butorac requested that Matthew be moved to Albemarle County,reuters
370,Man charged with murder of Virginia student Hannah Graham,10/02/2015,", was indicted by an Albemarle County grand jury last week. He and abduction with intent to defile, Albemarle County prosecutor Denise",reuters
