,headline,date,snippet,source
304,Bolivia to pick new junior partner on lithium in coming weeks -official,05/10/2018,its lithiumdeposits from among seven companies that submitted to agovernment official.The other offers to work with Bolivia to tap twolithium,reuters
305,"China's Tianqi can buy stake in lithium firm SQM, rules Chile court",04/10/2018,"miner to purchase a nearly one-quarter stake in lithium producer SQM regulators of any future, lithium-related deal struck with either SQM",reuters
306,China's Tianqi can purchase stake in lithium producer SQM -Chile antitrust court,04/10/2018,the Chinese miner to purchase a one-quarterstake in lithium producer SQM,reuters
307,China's Ganfeng Lithium prices HK listing at bottom of range - source,04/10/2018,"By Julia FiorettiHONG KONG, Oct 4 (Reuters) - China's top lithium producerGanfeng Lithium, a supplier to carmakers such asTesla and BMW",reuters
308,REFILE-Chile weighs arbitration with top lithium producer Albemarle,03/10/2018,"that oversees lithium mining in the country´s Atacamasalt flat will decide.-based miner coveted rights to extractlithium from the Salar, the world´s",reuters
309,Albemarle eyes future as pure-play lithium market leader,27/09/2018,"largest lithium producer, aims to eventually end its dependenceon two in an interview.Tesla Inc and other automakers have helped makelithium one",reuters
310,Foreign-backed miner hopes to begin Chilean lithium project in 2020,27/09/2018,Blancoexpects to begin construction on its lithium mining project level. It is ahighly prized deposit in the lithium triangle,reuters
311,Exclusive: Portugal to launch tender of lithium exploration licenses this year,25/09/2018,intends to launch a tender of lithium exploration licenses by the end an expected surge in global demand for lithium as electric car sales grow. He,reuters
312,Solid demand to underpin lithium as price slides in 2018,17/09/2018,By Zandi ShabalalaLONDON (Reuters) - An oversupply of lithium has boosted prices for components of lithium-ion batteries including,reuters
313,GRAPHIC-Solid demand to underpin lithium as price slides in 2018,17/09/2018,* Lithium prices decline in 2018: https://tmsnrt.rs/2N3g6cF* Lithium (Reuters) - An oversupply of lithium thisyear has nearly halved prices,reuters
314,"Chilean lawmakers study extra tax for copper, lithium mines",14/09/2018,"a proposalfor an additional royalty payment for copper and lithium oflithium.""The payments must be made annually by the respective",reuters
315,Chile's lithium miner SQM asks court to reject Tianqi agreement,13/09/2018,By Fabian CamberoSept 13 (Reuters) - Chilean lithium miner SQM give it a coveted stake in one of the world’s topproducers of lithium,reuters
316,"Kidman, SQM may have to forfeit lithium mine after Australian gov't ruling",13/09/2018,"Holland lithium project after arecommendation by a unit of the West that since it onlyfound lithium after the period was up, it should",reuters
317,"Savannah boosts Portugal lithium estimate, shares rise",10/09/2018,"' in European lithiumLONDON, Sept 10 (Reuters) - Savannah Resources said onMonday its Portuguese lithium resources were more than 40",reuters
318,Tianqi Lithium says will comply with Chilean regulator on SQM investment,07/09/2018,"BEIJING, Sept 8 (Reuters) - China's Tianqi Lithiumsaid on Saturday-trust regulator FNE regardingTianqi's purchase of a stake in lithium",reuters
319,Exclusive: Lithium producer Albemarle eyes buying rival if IPO stumbles - source,05/09/2018,", the world's largest lithium producer, could buy FMC Corp's  division if the smaller rival's initial public offering stumbles",reuters
320,China's Ganfeng Lithium files for Hong Kong listing,30/08/2018,"HONG KONG, Aug 31 (Reuters) - China's Ganfeng Lithium Co Ltdhas for lithium as electric cars becomemore mainstream.Ganfeng",reuters
321,RPT-FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,") - As global demand for lithium hitsoverdrive, Albemarle Corp demand more purified versions of lithium that canhelp boost electricity",reuters
322,Inside Albemarle's quest to reinvent the lithium market,30/08/2018,"By Ernest Scheyder(Reuters) - As global demand for lithium hits to Tesla Inc, increasingly demand more purified versions of lithium",reuters
323,FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,By Ernest ScheyderAug 30 (Reuters) - As global demand for lithium of lithium that canhelp boost electricity storage and increase a battery's,reuters
324,"In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,"of the world's current supply of lithium, the ultra-light metal used Corfo, which helps oversee lithium extraction in the Salar, hopes",reuters
325,"REFILE-In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,"current supply of lithium, the ultra-light metal used inelectric car helpsoversee lithium extraction in the Salar, hopes to provide",reuters
326,POSCO buys lithium mining rights in Argentina from Australia's Galaxy,27/08/2018,Korean steelmaker POSCO has sealed a deal to buy lithium mining rights the Australian miner's funds to dig a lithium mine on neighbouring ground.POSCO,reuters
327,Chile's SQM expects lithium prices to dip in second half,24/08/2018,) - Chilean lithium miner SQM saidit forecast lithium prices dropping lithium concentratebeing converted in China for use in car and cell phone,reuters
328,Exclusive: Chile says to clamp down on water rights in lithium-rich Salar de Atacama,23/08/2018,"the lithium-rich Salar de Atacama salt flats, home to top lithium miners the area of the salt flat where the lithium miners operate was not currently",reuters
329,China's Tianqi Lithium files for $1 billion Hong Kong listing: sources,20/08/2018,"Lithium Corp <002466.SZ> is looking to raise up to $1 billion in lithium prices, two people close to the deal told Reuters.The company",reuters
330,China's Tianqi Lithium seeks up to $1 billion in Hong Kong listing - sources,20/08/2018,"HONG KONG, Aug 20 (Reuters/IFR) - China's Tianqi LithiumCorp, despite this year's fall inlithium prices, two people close",reuters
331,China's Ganfeng buys SQM's stake in lithium project for $87.5 mln,13/08/2018,"lithium producers, said on Monday that itagreed to sell its 50 Lithium for$87.5 million.The deal also stipulates that Ganfeng",reuters
332,"Peru president expects lithium, uranium mining laws passed in 6 months",10/08/2018,"six months needed to tap a new lithium and uraniumdeposit, removing of high-grade lithium resources and 124 million pounds ofuranium",reuters
333,Australian miners steam ahead with lithium exploration,09/08/2018,"are ramping up exploration for lithium even as prices dip, betting on renewed miners' enthusiasm for lithium projects appears undimmed by sliding",reuters
334,Chile's SQM says to overtake Albemarle as world's top lithium producer by 2022,08/08/2018,"producer of lithium by 2022, boosting its production capacity that year at a Santiago forum on lithium that capacity increases at its Chile",reuters
335,Albemarle quarterly profit nearly triples on strong lithium sales,07/08/2018,"(Reuters) - Albemarle Corp, the world's largest producer of lithium",reuters
336,Chile lithium exports more than double in July from previous year,07/08/2018,"SANTIAGO, Aug 7 (Reuters) - Chile's exports of lithiumcarbonate producers of lithium, jumped 51 percent in the firstseven months",reuters
337,Battery boom skeptics seen driving short holdings in lithium miners,03/08/2018,"in lithium miners SQM, Albemarle, Galaxy and Orocobre has ballooned there’s a bit of oversupply, the price of lithium could fall,"" said Darko",reuters
338,GRAPHIC-Battery boom sceptics seen driving short holdings in lithium miners,03/08/2018,"of shares inlithium miners SQM, Albemarle, Galaxyand Orocobre has balloonedthere’s a bit of oversupply, the price of lithium could fall,""said Darko",reuters
339,FMC says lithium pricing rising on strong electric car demand,02/08/2018,"its lithium division as a publicly traded company later thisyear worries about oversupply in the lithiumsector, with several new",reuters
340,FMC's quarterly profit nearly doubles as lithium sales jump,01/08/2018,"lithium division as a publicly traded companylater this year, posted assets from DowDuPont Inc, as wellas surging lithium sales.(Reporting",reuters
341,Chile says lithium miner Albemarle slow to respond on contract details,30/07/2018,government said on Monday that lithium miner Albemarle had been slow.The contract allows Albemarle to produce lithium on land owned,reuters
342,Part-owner of Chile lithium producer SQM sells $275 mln bond,27/07/2018,"stake in lithium producer SQM, said it sold bonds in the local market producers of lithium, akey mineral for electric car batteries. Ponce",reuters
343,CORRECTED-CEO of Chilean lithium miner SQM resigns,26/07/2018,"Jara and Aislinn LaingSANTIAGO, July 25 (Reuters) - Chilean lithium lithium producers forthree years and with the company for 30 years",reuters
344,Tianqi board backs major expansion at Australian lithium mine,25/07/2018,MELBOURNE (Reuters) - Tianqi Lithium Corp said its board has approved the planned expansion of lithium production at the Greenbushes mine,reuters
345,Exclusive: Albemarle lithium chief to exit at end of July - memo,24/07/2018,"overseeing the company's massive lithium operations, a key supplier is the world's largest lithium producer and its annual lithium sales have",reuters
346,Chile's SQM seeks approval for $450 million lithium plant expansion,18/07/2018,"expansion of its lithium carbonate plant, which could more than double increase production of lithium carbonate to 180,000 tons a year from",reuters
347,Chile's SQM seeks approval for $450 mln lithium plant expansion,18/07/2018,"million expansion of its lithium carbonate plant, which couldmoreincrease production of lithium carbonate to 180,000 tons a yearfrom",reuters
348,London Metal Exchange moves further towards launch of lithium contract,18/07/2018,"asked companies that assess prices of battery-grade lithium to submit such as cobalt, nickel and lithium has soared over the past year",reuters
349,Plateau Energy Metals says found 2.5 mln tonnes of lithium resources in Peru,16/07/2018,"that it has found 2.5 million tonnes of""high grade"" lithium resources could become the biggestlithium mine in the world, and also noted",reuters
350,Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"Blanco, which is 50 percent-owned by Lithium Power International, has [COBRE.UL] from exploiting a lithium deposit where both have claims",reuters
351,CORRECTED-Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"(Corrects to indicate that Salar Blanco (not Lithium Power, which is 50 percent-owned by Lithium Power International, has",reuters
352,"Eramet searches for lithium deposits in Chile, Argentina, Brazil: CEO",05/07/2018,"lithium deposits in Chile, Argentina and Brazil to expand its portfolio lithium deposit in Argentina. But we are also looking for other deposits",reuters
353,"Eramet searches for lithium deposits in Chile, Argentina, Brazil -CEO",05/07/2018,"to acquire lithium deposits in Chile, Argentina andBrazil to expand its existing lithium deposit inArgentina. But we are also looking for other",reuters
354,Tantalum miner threatens expansion at Australia's biggest lithium mine,25/06/2018,"of the world's largest lithium mines said on Monday trial dates have been set China's Tianqi Lithium holds a stake, would unfairly impact its",reuters
355,Tantalum producer Global Advanced Metals says trial dates with Talison Lithium set,24/06/2018,Lithium's expansion of Western Australia'sGreenbushes mine should of global lithium miners Tianqi Lithium Industries Incand U.S.-based,reuters
356,Lithium Americas sees rapid development of major U.S. lithium project,21/06/2018,"By Susan TaylorTORONTO, June 21 (Reuters) - Lithium Americas Corpplans rapid development of its Thacker Pass lithium project inNevada",reuters
357,"U.S. electric car sector, wary of China, seeks more domestic lithium",12/06/2018,"lithium output in the United States, as automakers in the world's third are working to revive the U.S. lithium industry, once the world's largest",reuters
358,Chile creates committee to oversee lithium contracts,11/06/2018,"it was creating a committee to supervise lithium contracts the state has with local manner,"" he added.SQM is the world's second biggest lithium producer",reuters
359,RPT-COLUMN-The battle for control of the lithium mother-lode: Andy Home,10/06/2018,"are those of the author, a columnist for Reuters.)* Lithium Carbonate) - What's happened to lithium?What was last year's ""next big thing",reuters
360,COLUMN-The battle for control of the lithium mother-lode: Andy Home,08/06/2018,"for Reuters.)* Lithium Carbonate Prices: https://tmsnrt.rs/2LyMHCSBy Andy HomeLONDON, June 8 (Reuters) - What's happened to lithium?What",reuters
361,Alliance Mineral Assets doubles its West Australian lithium reserves,05/06/2018,"exporting lithium concentrate from the Bald Hill project in Western Australia in May, said on Wednesday it has doubled its estimate of lithium",reuters
362,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 billion,01/06/2018,its remaining stake in Chile lithium miner SQM on Friday for nearly $1) per share.China's Tianqi Lithium Corp last month said it would buy,reuters
363,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 bln,01/06/2018,auctioned its remaining stake in Chile lithiumminer SQM on Friday.China's Tianqi Lithium Corp last month said itwould buy nearly,reuters
364,Chile's SQM says to triple production of lithium by 2021,24/05/2018,that it would invest $525 million to more than tripleits lithium in electric vehicle batteries continuesto surge.The top lithium producer,reuters
365,Chile high court declines to weigh in on lithium spat at Maricunga,23/05/2018,"-backed miner and state-run copper miner Codelco overadjoining lithium by Australia's Lithium PowerInternational, with smaller stakes held by Canada's",reuters
366,Nemaska Lithium secures funding for mine with C$400 million equity raise,22/05/2018,"(Reuters) - Canada's Nemaska Lithium  said on Tuesday to produce lithium, the key ingredient for rechargeable batteries",reuters
367,Nemaska Lithium secures funding for mine with C$400 mln equity raise,22/05/2018,"May 22 (Reuters) - Canada's Nemaska Lithium said onTuesday it had lithium, the key ingredient forrechargeable batteries.This brings",reuters
368,BRIEF-Nemaska Lithium Announces C$280 Mln Bought Deal Public Offering Of Common Shares,22/05/2018,May 22 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM ANNOUNCES C LITHIUM INC - UNDERWRITERS AGREED TO PURCHASE 280MILLION SHARES IN CO,reuters
369,Australia's Prospect Resources closing in on Zimbabwe lithium financing,20/05/2018,in funding for the first phase of the Arcadia Lithium project in Zimbabwe is pushing lithium as a major draw for investors as it looks to attract,reuters
370,China's Tianqi Lithium to buy a quarter of Chile's SQM for $4.1 billion,17/05/2018,Tianqi Lithium Corp <002466.SZ> said on Thursday it will buy nearly a quarter of Chilean lithium producer SQM  for $4.1,reuters
371,RPT-UPDATE 1-China's Tianqi Lithium to buy stake in Chile's SQM for $4.07 billion,17/05/2018,lithium producer SociedadQuimica Y Minera (SQM) to China's Tianqi Lithium per share in cash to Nutrien.The Chinese lithium producer's interest,reuters
372,BRIEF-Tianqi Lithium Agrees To Purchase Nutrien's Sqm A Share Investment,17/05/2018,"May 17 (Reuters) - Nutrien Ltd:* TIANQI LITHIUM AGREES TO PURCHASE OF APPROXIMATELYUS$4.07 BILLION.* NUTRIEN - CO, TIANQI LITHIUM SIGNED",reuters
373,Australia's Kidman Resources to supply lithium for Tesla cars,16/05/2018,on Thursday it will supply lithium for Tesla Inc's electric car batteries a fortnight after Kidman chose a site to develop a lithium processing,reuters
374,Australia's Kidman Resources to supply lithium hydroxide to Tesla Inc,16/05/2018,May 17 (Reuters) - Australian lithium miner Kidman Resourcessaid on Thursday it has entered into a bindingagreement to supply lithium,reuters
375,BRIEF-Kidman Resources Enters Binding Lithium Hydroxide Offtake Agreement With Tesla,16/05/2018,"AGREEMENT WITH TESLA, INC. TOSUPPLYLITHIUM HYDROXIDE* INITIAL TERM 3",reuters
376,RPT-CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,"(Corrects last name of Lithium Power International CEO toHolland a lithiumdeposit where both have claims, according to a lawsuit filed",reuters
377,Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,(This version of the May 9 story corrects last name of Lithium Power Codelco from exploiting a lithium deposit where both have claims,reuters
378,CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,"(Corrects last name of Lithium Power International CEO toHolland a lithiumdeposit where both have claims, according to a lawsuit filed",reuters
379,BRIEF-Lockheed Martin Selected To Supply Gridstar Lithium Energy Storage System To ComEd,15/05/2018,May 15 (Reuters) - Exelon Corp:* DEAL TO SUPPLY GRIDSTAR LITHIUM,reuters
380,BRIEF-Standard Lithium Enters Into Option To Acquire Additional Land Package In Bristol Dry Lake,15/05/2018,May 15 (Reuters) - Standard Lithium Ltd:* STANDARD LITHIUM ENTERS* STANDARD LITHIUM - WILL INITIALLY BUY RIGHT TO CONDUCTLITHIUMBRINE,reuters
381,Argosy seeks project financing for Argentina lithium site through pilot sales -exec,15/05/2018,* Company to start producing lithium carbonate in June - MD* Cargoes to use the production from the pilotplant at its lithium carbonate mine,reuters
382,BRIEF-Lithium Americas Q1 Loss Per Share $0.05,14/05/2018,May 14 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS REPORTS,reuters
383,BRIEF-Albemarle lithium customers push for longer contracts - CEO,10/05/2018,"GLOBAL LITHIUM DEMAND ATOVER800,000 METRIC TONS IN 2025 - CEO LUKE KISSAM* ALBEMARLE LITHIUM EXPANSION PLAN NOT ABOUT MARKET SHAREGAIN",reuters
384,BRIEF-Azincourt Energy Acquires Lithman West Extension Lithium Project,10/05/2018,EXTENSION LITHIUMPROJECTSource text for Eikon:Further company coverage:,reuters
385,BRIEF-Nemaska Lithium Announces Pricing And Closing Of Books On 350 Mln Bond Offering,10/05/2018,May 10 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM ANNOUNCES LITHIUM INC - SETTLEMENT DATE OF BOND OFFERING ISEXPECTED TO BE ON OR ABOUT,reuters
386,RPT-China suspects others lobbied to block it from Chilean lithium -official,09/05/2018,"in toplithium producer SQM, its trade representative told Reuters firms, saying it would distortthe global lithium market and give",reuters
387,China suspects others lobbied to block it from Chilean lithium: official,08/05/2018,"in top lithium producer SQM, its trade representative told Reuters firms, saying it would distort the global lithium market and give",reuters
388,China suspects others lobbied to block it from Chilean lithium -official,08/05/2018,"a stake in toplithium producer SQM, its trade representative told to Chinese firms, saying it would distortthe global lithium market",reuters
389,Zimbabwe miner looking at refinery upgrade for battery grade lithium,07/05/2018,upgrading a local nickel refinery to produce battery grade lithium or alternatively build a new lithium carbonate plant at a cost of up to $150,reuters
390,REFILE-Brazil's Sigma Lithium to list in Toronto next week,03/05/2018,")By Nicole MordantMay 2 (Reuters) - Sigma Lithium Resources is set to list, as theBrazil-based lithium mine developer eyes a wave of demand forthe metal",reuters
391,"FMC sees strong outlook for lithium demand, prices",03/05/2018,"TORONTO, May 3 (Reuters) - FMC Corporation ""on track"" forlithium IPO in October 2018 - CEO Pierre BrondeauFMC Corp says lithium customers",reuters
392,"Savannah boosts Portugal lithium estimate, shares jump",02/05/2018,"a more than 50 percent jump in the size ofPortuguese lithium resources, driving its shares more than13 percent higher.Lithium projects",reuters
393,Australia's Mineral Resources says to sell minority stake in lithium project,01/05/2018,"to sell a minority stake in its Wodgina Lithium mine in the west a joint venture with China's largest lithium producer, Jiangxi Ganfeng",reuters
394,REFILE-Galaxy hires JP Morgan to advise on Argentina lithium mine options,30/04/2018,")MELBOURNE, April 30 (Reuters) - Australian lithium minerGalaxy Resources ""strategic options"" for its Sal deVida lithium and potash project in Argentina",reuters
395,Galaxy hires JP Morgan to advise on Argentina lithium mine options,30/04/2018,"MELBOURNE (Reuters) - Australian lithium miner Galaxy Resources said options"" for its Sal de Vida lithium and potash project in Argentina",reuters
396,BRIEF-Nemaska Lithium And Northvolt Announce Signature Of Agreement In Principle For Supply Of Lithium Hydroxide,27/04/2018,"April 27 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM OF LITHIUM HYDROXIDE* NEMASKA LITHIUM - UNDER AGREEMENT, CO AGREED TO SUPPLY",reuters
397,BRIEF-Lithium Brine Bench Testing Update,24/04/2018,April 24 (Reuters) - Enertopia Corp:* LITHIUM BRINE BENCH TESTING,reuters
398,Bolivia to invest in billion-dollar lithium deal with ACI Systems,21/04/2018,"LA PAZ (Reuters) - Bolivia will manufacture and market lithium $1.3 billion in the project, the country's manager of the lithium",reuters
399,BUZZ-Shares in Chile lithium miner SQM up sharply following auction,20/04/2018,April 20 (Reuters) - ** Chile lithium miner SQMshares up sharply,reuters
400,BRIEF-Nemaska Lithium Launches $300 Mln-$350 Mln Bond Offering,20/04/2018,April 20 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM LAUNCHES,reuters
401,Bolivia nearing deal on partner to develop lithium: minister,19/04/2018,the government would pick a partner to develop the country's ample lithium state-run lithium company YLB says it anticipates the partner,reuters
402,BRIEF-Lockheed Martin To Deliver 17 Mwh Of Gridstar™ Lithium Energy Storage Systems To Peak Power Inc,19/04/2018,TO DELIVER 17 MWH OF GRIDSTAR™ LITHIUMENERGYSTORAGE SYSTEMS TO PEAK POWER AGREEMENT TO SUPPLY ABOUT 17 MWHOFGRIDSTA LITHIUM ENERGY STORAGE SYSTEMS,reuters
403,Chile's SQM says lithium industry needs at least $10 bln investment over 10 yrs,18/04/2018,"SHANGHAI, April 18 (Reuters) -* The global lithium industry, Chilean lithiumminer SQM says* Demand is set to grow by 600,000-800,000",reuters
404,BRIEF-Cameo Resources Corp Says Softbank Group To Acquire Up To 9.9 Pct Of Nemaska Lithium Inc's Outstanding Common Shares,17/04/2018,: SOFTBANK GROUP MAKES STRATEGICINVESTMENTIN NEMASKA LITHIUM’S PROPOSEDLITHIUM'SPROPOSED WHABOUCHI MINE* CAMEO RESOURCES CORP SAYS,reuters
405,BRIEF-Albemarle Corp Announces Appointment Of Glen Merfeld As Chief Technology Officer For Lithium Business,16/04/2018,FOR LITHIUM BUSINESSSource text for Eikon:Further company coverage:(Reuters.Briefs@thomsonreuters.com),reuters
406,BRIEF-Beijing WKW Automotive Parts to pull out of lithium titanate cell project and clean energy vehicle project,16/04/2018,it will sell lithium titanate cell project relatedstakefor 540 million* Says it will pull out of lithium titanate cell project andclean,reuters
407,BRIEF-Nemaska Lithium Enters $150 Mln Streaming Agreement With Orion Mine Finance II LP,12/04/2018,April 12 (Reuters) - Nemaska Lithium Inc:* CONFIRMS THAT IT HAS% ON ALL LITHIUM HYDROXIDE & LITHIUM CARBONATE FROMSHAWINIGAN PLANT,reuters
408,"As China ties up global lithium, Asian rivals must bet big on South America",06/04/2018,") - South America's lithium triangle is the lowest-cost place to produce cars, has had its efforts thwarted in the lithium triangle of Bolivia",reuters
409,SoftBank's first lithium deal raises prospects for junior miners,06/04/2018,") - SoftBank Group Corp's <9984.T> entry into the lithium sector, a hot) for a stake of up to 9.9 percent in Nemaska Lithium Inc ",reuters
410,"Canada's Nemaska, Orion in talks on lithium stream deal -sources",06/04/2018,"TORONTO/VANCOUVER, April 6 (Reuters) - Canada's NemaskaLithium Inc on a lithium streaming deal, a type ofspecialized mining finance",reuters
411,SoftBank to buy up to 9.9 percent stake in Canada's Nemaska Lithium,05/04/2018,to 9.9 percent stake in Canada-based Nemaska Lithium Inc  miner said on Thursday,reuters
412,SoftBank to buy up to 9.9 pct stake in Canada's Nemaska Lithium,05/04/2018,"percent stake in Canada-based Nemaska LithiumInc and invest up to C of the agreement, thelithium miner said on Thursday.The investment, which",reuters
413,BRIEF-Softbank Group To Make Strategic Investment In Nemaska Lithium,05/04/2018,April 6 (Reuters) - Nemaska Lithium Inc:* SOFTBANK GROUP TO MAKE STRATEGIC INVESTMENT IN NEMASKALITHIUM* ‍AGREEMENT WITH SOFTBANK GROUP,reuters
414,BRIEF-‍Pure Energy Minerals Files Revised NI 43-101 Technical Report For Its Clayton Valley Lithium Project​,05/04/2018,LITHIUM PROJECT​Source text for Eikon:Further company coverage:,reuters
415,"BRIEF-NRG To Commence Drilling At Salar Escondido Lithium Project, Argentina",05/04/2018,"AT THE SALAR ESCONDIDO LITHIUMPROJECT,CATAMARCA, ARGENTINASource text for Eikon:Further company coverage:",reuters
416,Singapore-listed Alliance Minerals buys Australian lithium JV partner,05/04/2018,"MELBOURNE, April 5 (Reuters) - Singapore-listed lithiumproducer in the red hotlithium sector where more supply is coming online",reuters
417,Shareholders in Chilean lithium firm SQM move to shake up governance,02/04/2018,shareholders inChilean lithium giant SQM proposed in aregulatory filing,reuters
418,BRIEF-Nemaska Lithium Advances In Its Lithium Project Financing Endeavors,28/03/2018,March 28 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM ADVANCES IN ITS LITHIUM PROJECT FINANCINGENDEAVORS* NEMASKA LITHIUM INC,reuters
419,RPT-Tiny Chilean regulator thrust into global lithium battle,21/03/2018,"(Reuters) - A global battle for lithiumhas landed in the office .The scramble for lithium, used in rechargeable batteries formobile",reuters
420,Tiny Chilean regulator thrust into global lithium battle,20/03/2018,By Dave Sherwood SANTIAGO (Reuters) - A global battle for lithium a stake in top producer SQM .The scramble for lithium,reuters
421,BRIEF-Piedmont Lithium Files Registration Statement For Proposed U.S. Listing,18/03/2018,March 19 (Reuters) - Piedmont Lithium Ltd:* PIEDMONT LITHIUM FILES,reuters
422,"BRIEF-Bearing Lithium Says Minera Salar Blanco Got Authorization From Chilean Nuclear Commission To Extract, Produce, Market Lithium Products From Maricunga Salar",14/03/2018,"March 14 (Reuters) - Bearing Lithium Corp:* BEARING LITHIUM - MINERA TO EXTRACT, PRODUCE, MARKET LITHIUMPRODUCTS FROM MARICUNGA SALARSource",reuters
423,RPT-EXPLAINER-Chile attempts to block China from prize lithium asset,14/03/2018,"stake in Chilean lithium company SQM to aChinese firm, which oversees SQM's lithiumleases in the Salar de Atacama, claimed",reuters
424,Explainer: Chile attempts to block China from prize lithium asset,13/03/2018,of a 32 percent stake in Chilean lithium company SQM  leases,reuters
425,EXPLAINER-Chile attempts to block China from prize lithium asset,13/03/2018,"the sale of a 32 percentstake in Chilean lithium company SQM development agency Corfo, which oversees SQM's lithiumleases in the Salar",reuters
426,Chile says companies to invest $754 million in lithium industry,09/03/2018,lithium industry.The companies selected in a bidding process to develop technology focused on the lithium market were Chile's Molymet,reuters
427,Chile says companies to invest $754 mln in lithium industry,09/03/2018,in the red-hot lithium industry.The companies selected in a bidding process to developtechnology focused on the lithium market were Chile's Molymet,reuters
428,BRIEF-Albemarle Receives Increase In Lithium Quota For Chile Operations,09/03/2018,"INCREASE IN LITHIUM QUOTAFORCHILE OPERATIONS* ALBEMARLE - CHILE'S LITHIUM PRODUCTION TO UP TO 145,000METRIC TONS OF LCE THROUGH 2043Source",reuters
429,Chile approves increase in lithium quota for Albemarle,09/03/2018,"in U.S. miner Albemarle Corp's annual lithiumproduction limit oversees the northern Chilean lithium deposits,allows the company",reuters
430,"BRIEF-FMC Announces Executive Leaders For Planned New Lithium Materials Company, Appoints New FMC Chief Financial Officer",09/03/2018,"FOR PLANNED NEW LITHIUMMATERIALS COMPANY, APPOINTS NEW FMC CHIEF FINANCIAL WILL SERVE AS CHAIRMAN OF BOARD OF NEWLITHIUMMATERIALS COMPANY​* PAUL",reuters
431,"Tapping the lithium rush, Canadian miner stakes claims in Utah",02/03/2018,"acres of federal land in Utah since last year, hoping to tap lithium move this year to encourage more U.S. production of lithium and other",reuters
432,Shares of Chilean miner SQM fall on lithium pricing fears,01/03/2018,"after the Chilean miner warned lithium prices could weaken in the second of the world's largest producers of lithium and fertilizers, added it still",reuters
433,BRIEF-Lithium X Energy Update On Completion Of Plan Of Arrangement With NextView,01/03/2018,March 1 (Reuters) - Lithium X Energy Corp:* UPDATE ON COMPLETION OF PLAN OF ARRANGEMENT WITH NEXTVIEW* LITHIUM X ENERGY CORP,reuters
434,"World needs at least 50,000 tonnes more lithium per year - SQM",01/03/2018,tonnes of lithium per year of additional suppliesin coming years lithium demand will continue to be strong with anestimated growth of 80,reuters
435,"BRIEF-Japan's GS Yuasa Says It, Bosch, Mitsubishi Corp Agreed To Dissolve Lithium-Ion Battery JV, End Development",28/02/2018,", MITSUBISHI CORP AGREED TODISSOLVE LITHIUM-ION BATTERY JV, ENDPRODUCTS, EXPAND LITHIUM ION BUSINESS ON ITS OWNFurther company",reuters
436,"Lithium glut? No way, say industry executives eyeing demand",27/02/2018,"in lithium, a major ingredient in rechargeable batteries for electric Stanley sent lithium stocks tumbling on Monday after it forecast a surplus",reuters
437,"BRIEF-Guangdong Weihua, Unit Sign Lithium Supply Contract With Albemarle's China Subsidiary",27/02/2018,LITHIUM SUPPLY CONTRACT WITHALBEMARLECORP'S LITHIUM SUBSIDIARY IN CHINA,reuters
438,South Korea's POSCO signs long-term deal to buy lithium from Australia's Pilbara,27/02/2018,"said it had agreed to buy up to 240,000tonnes of lithium concentrate that it planned to make about30,000 tonnes of lithium products per",reuters
439,FMC plans $500 million IPO of lithium business on NYSE in the fall,26/02/2018,"lithium business on the New York Stock Exchange this fall, its chief to gain exposure to the booming electric vehicle market. Lithium is a key",reuters
440,FMC plans $500 mln IPO of lithium business on NYSE in the fall,26/02/2018,"million initial public offering of a stake inits lithium business maker, isplanning to sell off around 15 percent of its lithium business",reuters
441,"EMERGING MARKETS-Chilean equities fall on lithium price worries, forestry",26/02/2018,"in the country's lithium and forestry sectors. Shares in Sociedad Quimica y toincreasing demand for lithium from electric car makers, fellalmost 8",reuters
442,BRIEF-New Sea Union Telecom Technology To Invest 500 Mln Yuan In Lithium Industry Investment Fund,25/02/2018,) IN LITHIUM INDUSTRY INVESTMENT FUNDSource text in Chinese: http,reuters
443,BRIEF-Pepinnini Lithium ‍Announces Transaction With Lithea Inc,21/02/2018,Feb 22 (Reuters) - Lsc Lithium Corp:* ‍ANNOUNCES TRANSACTION,reuters
444,BRIEF-Azincourt Signs Letter Of Intent To Acquire Macusani-Cuzco Lithium-Uranium Project In Peru,20/02/2018,LETTER OF INTENT TO ACQUIRE THEMACUSANI-CUZCO LITHIUM-URANIUM PROJECT,reuters
