,headline,date,snippet,source
1942,BRIEF-Albemarle to acquire lithium salts production assets in Asia,23/08/2016,"agreement to acquire lithiumsalts production assets in Asia* Albemarle lithium salts capacity of 15,000 mt/year, with ability toexpandSource",reuters
1943,RPT-COLUMN-Tin mining - Cornish dreams and Myanmar reality: Andy Home,22/08/2016,shafts.How about lithium? Unlike tin with its flat-line usageprofile,reuters
1944,COLUMN-Tin mining - Cornish dreams and Myanmar reality: Andy Home,22/08/2016,"lithium? Unlike tin with its flat-line usageprofile, there's a metal",reuters
1945,Tesla cooperating with French authorities investigating car fire,16/08/2016,that punctured a cover protecting the lithium-ion battery. Lithium-ion,reuters
1946,BRIEF-Ore Acquisition acquired common shares of Rodinia Lithium as part of deal with Aberdeen,16/08/2016,"shares of Rodinia Lithium Inc. As part oftransaction with Aberdeen of 17,362,811 common shares of RodiniaLithium Inc at a deemed price per",reuters
1947,BRIEF-Millennial Lithium increases financing to maximum of 7.5 mln units at 65 cents,15/08/2016,Aug 15 (Reuters) - Millennial Lithium Corp:* Update on Argentina,reuters
1948,CORRECTED-Australia's Aura Energy to float shares in London by end September,15/08/2016,"exploration permits for gold, sodaash and lithium in Mauritania, it said",reuters
1949,BRIEF-Advantage Lithium says David Sidoo has been appointed as President,11/08/2016,Aug 11 (Reuters) - Advantage Lithium Corp* Says resignation of Marc,reuters
1950,"BRIEF-Lithium Americas appoints executive VP, finance and corporate development",11/08/2016,Aug 11 (Reuters) - Lithium Americas Corp:* Lithium Americas,reuters
1951,"Nissan in talks with Panasonic, others to sell battery operations: sources",06/08/2016,lithium-ion batteries for electric vehicles. The company is jointly,reuters
1952,Australia's tiny miners rise from the ashes of the bust,02/08/2016,"to lithium, Australia's army of ""penny dreadful"" stocks is rising from Wood, while lithium, used in batteries, is grabbing interest",reuters
1953,BRIEF-FMC FY2016 earnings per share view $2.69 -- Thomson Reuters i/b/e/s,02/08/2016,"year 2016, lithium revenue is expected to be inrange of $245 million to $265 million* 2016 lithium earnings are expected to be between $58",reuters
1954,BRIEF-Advantage Lithium receives conditional approval to close $4 mln financing,02/08/2016,Aug 2 (Reuters) - Advantage Lithium Corp :* Advantage Lithium,reuters
1955,BRIEF-BYD to boost lithium battery unit's capital by 6 bln yuan,28/07/2016,July 28 (Reuters) - BYD Co Ltd* Says it plans to boost lithium,reuters
1956,Sony says to sell battery business to Murata Manufacturing,28/07/2016,"subsidiary Sony Energy Devices Corp, which makes lithium-ion polymer batteries used in smartphones, tablets and digital cameras, and lithium-ion",reuters
1957,Daimler says battery advances make electric trucks viable,27/07/2016,adjacent to the wheelhubs. A modular lithium-ion battery pack with a total,reuters
1958,Lithium Power CEO eyes quick growth in Chile,26/07/2016,"By Rosalba O'BrienSANTIAGO (Reuters) - Lithium Power, the latest ingredient lithium, is planning to start drilling by September and ramp up",reuters
1959,BRIEF-Avalon Advanced Materials provides update on Separation Rapids lithium project,25/07/2016,"progress report on the separation rapidslithium project, kenora",reuters
1960,"BRIEF-Shandong Jiangquan buys lithium producer via asset swap, cash and share issue",25/07/2016,it plans to buy Shandong Ruifu Lithium for 2.2billion yuan ($329.44 million,reuters
1961,BRIEF-FMC accelerates battery grade lithium hydroxide expansion with multi-year supply agreement,25/07/2016,"plans to further increasecapacity of lithium hydroxide, raising co's battery grade lithiumhydroxide expansion following execution",reuters
1962,Lithium rivals SQM and Albemarle sign environment deal,21/07/2016,"biggest lithium producers, have agreed to work together",reuters
1963,Newly developed wheel converts any bicycle into an electric vehicle,21/07/2016,"of an electric vehicle – a 500 watt motor, a lithium battery and a suit",reuters
1964,Casualty of Australia's iron ore war seeks second chance in lithium,21/07/2016,"to propel electric cars to speeds of 250 km (150 miles) per hour: lithium. ""As long as we can keep our costs low, we've got a good shot."" Lithium",reuters
1965,BRIEF-Lithium X gives Argentinian project update,20/07/2016,July 20 (Reuters) - Lithium X Energy Corp* Says construction permits for pilot ponding facilityanticipated within 60 days* Lithium X,reuters
1966,BRIEF-Millennial Lithium to acquire Argentina lithium project,19/07/2016,"July 19 (Reuters) - Millennial Lithium Corp :* At this time, company of $0.65 cents per unit* Millennial Lithium enters into agreement",reuters
1967,BRIEF-Zhonghe lowers 2016 H1 net profit outlook to 30~50 mln yuan,17/07/2016,million yuan* Says decreased sales of lithium related products as themain,reuters
1968,Rare earth metals pay the price of previous excess: Andy Home,15/07/2016,"-age material suppliers, such as those of lithium, another market where",reuters
1969,RPT-COLUMN-Rare earth metals pay the price of previous excess: Andy Home,14/07/2016,"concrete form.Other new-age material suppliers, such as those of lithium",reuters
1970,COLUMN-Rare earth metals pay the price of previous excess: Andy Home,14/07/2016,"material suppliers, such as those of lithium,another market where",reuters
1971,U.S. challenges China raw material export duties in trade enforcement push,14/07/2016,"jobs, and in lithium ion batteries for electric cars as well",reuters
1972,BRIEF-Guangdong Zhengye Technology expects 2016 H1 net profit to increase by 15~35 percent,14/07/2016,volume in lithium electricitybusiness and Shenzhen technology unit's,reuters
1973,BRIEF-Nemaska Lithium begins targeted definition drilling campaign on Whabouchi Project,13/07/2016,July 13 (Reuters) - Nemaska Lithium Inc* Co begins targeted existing lithiumresource* Nemaska Lithium Inc says drilling program,reuters
1974,"Nikkei soars over 3 pct on US stocks rise, Abe's victory boosts confidence",10/07/2016,for its lithium-ion batteries from TeslaMotors Inc to help more than double,reuters
1975,BRIEF-Litium: First customer for e-commerce service from Lithium and Klarna,08/07/2016,"Sängfabriken, for newly launched e-commerce service fromLithium",reuters
1976,BRIEF-Nemaska Lithium commences trading on Toronto Stock Exchange,08/07/2016,July 8 (Reuters) -* Nemaska Lithium completes $69 million financing,reuters
1977,Panasonic expects to double sales of electric car batteries in three years,08/07/2016,strong demand for its lithium-ion batteries from Tesla Motors Inc to help,reuters
1978,Panasonic expects to double sales of electric car batteries in 3 years,08/07/2016,it expects strong demand for its lithium-ionbatteries from Tesla Motors Inc,reuters
1979,BRIEF-Advantage Lithium grants stock options,07/07/2016,July 7 (Reuters) - Advantage Lithium Corp* Grants stock options,reuters
1980,"U.S. recalls over 500,000 hoverboards over battery fires",06/07/2016,"of the two-wheeleddevices' lithium-ion battery packs overheating, sparking",reuters
1981,BRIEF-Electrovaya's unit signs MOU,06/07/2016,of lithium ION batterymodulesSource text for Eikon: Further company coverage:,reuters
1982,BRIEF-Rodinia Lithium closes investment in Kombat Copper,05/07/2016,July 5 (Reuters) - Rodinia Lithium Inc :* Rodinia announces closing,reuters
1983,"As lithium market booms, explorer Neo Lithium eyes Toronto listing",05/07/2016,,reuters
1984,BRIEF-Pacific Imperial to issue shares to consultant gold exploration management as finder's fee,05/07/2016,Mines Inc acquires Eagle Mountain LithiumProspect* Co to issue common,reuters
1985,BRIEF-Pacific Imperial Mines acquires Eagle Mountain Lithium Prospect,05/07/2016,Mines Inc acquires Eagle Mountain LithiumProspect* Acquired by staking a 100 pct interest in Eagle MountainLithium Prospect located in Inyo,reuters
1986,"BRIEF-Lithium X increases private placement offering to total gross proceeds of $10,000,000",05/07/2016,July 5 (Reuters) - Lithium X Energy Corp* Lithium x increases,reuters
1987,CANADA STOCKS-Futures trade lower on global growth concerns,05/07/2016,"://link.reuters.com/mex49s)TOP STORIESNeo Lithium Corp, a small lithium",reuters
1988,Rio Tinto's new boss sees no BHP-style spin off for unloved assets,03/07/2016,"a move into lithium, which promises to benefit from the electric car revolution. Rio's lithium assets include the Jadar project in Serbia",reuters
1989,BRIEF-Nemaska Lithium to offer 43.5 mln units for proceeds of $50 mln,30/06/2016,June 30 (Reuters) - Nemaska Lithium says :* Will offer minimum,reuters
1990,BRIEF-Lithium X announces private placement of $8.25 million,30/06/2016,June 30 (Reuters) - Lithium X Energy Corp* Lithium X announces,reuters
1991,BRIEF-Rodinia announces investment in Kombat Copper and provides update on change of business,28/06/2016,June 28 (Reuters) - Rodinia Lithium Inc* Rodinia announces,reuters
1992,BRIEF-Nevada Energy says acquired 73.6 square km lithium prospect,28/06/2016,square km lithium prospectSource text for Eikon: Further company,reuters
1993,Swiss stocks - Factors to watch on June 27,27/06/2016,Temps.COMPANY STATEMENTS* Sonova said it was launching a lithium-ion,reuters
1994,BRIEF-Sonova to launch lithium-ion rechargeable hearing aid,27/06/2016,platform including the firstmainstream lithium-ion rechargeable hearing aid mainstream lithium-ion rechargeable hearing aidSource text for Eikon,reuters
1995,BRIEF-Bacanora Minerals announces proposed re-domicile to the UK,23/06/2016,will be exchanged forordinary shares in Bacanora Lithium Plc which will become in Bacanoralithium plcSource text for Eikon: Further company coverage: (Bengaluru Newsroom: +1-646-223-8780),reuters
1996,BRIEF-Stria Lithium announces a non-brokered private placement for $1 mln,23/06/2016,June 23 (Reuters) - Stria Lithium Inc :* Stria Lithium announces,reuters
1997,"BRIEF-US CPSC - HP recalls about 41,000 batteries for HP and Compaq notebook computers",23/06/2016,"4,500 sold in Mexico)* U.S. CPSC - Recall involves lithium-ion",reuters
1998,BRIEF-American Lithium launches drill campaign in Nevada,22/06/2016,June 22 (Reuters) - American Lithium Corp :* American Lithium launches comprehensive drill campaign inFish Lake Valley lithium brine,reuters
1999,"BRIEF-Stockport Exploration says entered cash, share option agreement with Sovereign Gold",22/06/2016,"lake lithium prospect in ontario , canada* Says stockport will be paid",reuters
2000,BRIEF-BYD in agreement to set up lithium products JV,21/06/2016,Industry Co Ltd on lithium productsSource text in Chinese: http://bit.ly,reuters
2001,BRIEF-Zhonghe to issue shares to Sichuan Yahua Industrial Group for stake acquisition,21/06/2016,"lithium materials co and 100 percent ina Sichuan-based lithium co, from",reuters
2002,BRIEF-Panasonic to begin mass-producing components for electric-car batteries ahead of schedule - Nikkei,20/06/2016,factoryit is building with Tesla - Nikkei* The lithium-ion-battery,reuters
2003,CDK names board member as Elliott ramps up pressure,20/06/2016,company Lithium Technologies and a former senior executive of Adobe,reuters
2004,BRIEF-North South Petroleum to buy option for working interest in lithium projects,20/06/2016,for working interest in fiveNevada-based lithium projects and water,reuters
2005,BRIEF-Nevada Sunrise options Nevada Lithium projects to North South Petroleum Corp,20/06/2016,June 20 (Reuters) -* Nevada sunrise options nevada lithium projects in 5 of itslithium exploration projectsSource text for Eikon,reuters
2006,"BRIEF-Wealth signs LOI to buy Pujsa Lithium Project, Salar De Pujsa, Chile",16/06/2016,"Pujsa Lithium Project, SalarDe Pujsa, ChileSource text for Eikon: Further company coverage:",reuters
2007,"BRIEF-Sony recalls Vaio laptop computer battery packs due to burn, fire hazards",15/06/2016,"1,700 units* Recall involves Panasonic lithium-ion battery packs",reuters
2008,BRIEF-Majescor says interim CEO C. Tucker Barrie resigned,15/06/2016,into an option agreement for the RupertLithium Project in the James Bay,reuters
2009,BRIEF-Nemaska Lithium conditionally approved for TSX listing,15/06/2016,June 15 (Reuters) - Nemaska Lithium Inc :* Nemaska Lithium,reuters
2010,Westpac commodity finance division expects revenue growth this year,15/06/2016,"is looking to develop a business inrenewables, such as for lithium",reuters
2011,Electric car startups fueled by Chinese money aim to catch Tesla,14/06/2016,", a lithium-ion battery pack, inverters and controllers.Rawlinson, who",reuters
2012,BRIEF-Electrovaya's subsidiary Litarion signs MOU with leading OEM,14/06/2016,", to deliver lithium ioncells for electric buses* Deliveries start",reuters
2013,BRIEF-Falcon grants Emerita option to acquire 100 pct interest in Falcon Litio MG project,13/06/2016,enters into option agreement to acquireLithium projectSource text,reuters
2014,BRIEF-Nemaska says proposed offering shares for minimum aggregate gross proceeds of $50 mln,10/06/2016,June 10 (Reuters) - Nemaska Lithium* Filed preliminary short form,reuters
2015,RPT-Electric vehicles to power cobalt revival,09/06/2016,", a key component of lithium-ion batteries used inelectric cars.Prices growing out of its infancy and the lithium-ionsector for other applications",reuters
2016,Electric vehicles to power cobalt revival,08/06/2016,"due to flourishing demand for themineral, a key component of lithium and the lithium-ionsector for other applications also growing robustly",reuters
2017,BRIEF-Eureka acquires 50 pct interest in Gemini lithium project,08/06/2016,lithium projectSource text for Eikon: Further company coverage: (Bengaluru Newsroom: +1-646-223-8780),reuters
2018,BRIEF-Unity Energy says samples at Miller's confirms presence of Lithium,08/06/2016,"crossing identifies anomalousLithium concentrations* Results confirmed presence of Lithium in alluvial gravelsand clays ,also indicated",reuters
2019,"RPT-COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"(Reuters) - Lithium is shaping up to be TheNext Big Thing.Prices are going the metal's prospects.The Global X lithium fund, one of the very few",reuters
2020,Canada sustainable fund manager bets heavily on alternative fuel cars,06/06/2016,"environment.""Grosskopf also expects the cost of lithium batteries",reuters
2021,"What price lithium, the metal of the future? Andy Home",06/06/2016,"are those of the author, a columnist for Reuters.) Lithium is shaping up. The Global X lithium fund, one of the very few ways to get in on the action",reuters
2022,"COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"for Reuters)*By Andy HomeLONDON, June 6 (Reuters) - Lithium is shaping.The Global X lithium fund, one of the very few ways toget",reuters
2023,German battery maker sonnen GmbH wins backing from GE,06/06/2016,"Inven Capital, has to date sold 11,000 lithiumbattery units, making",reuters
2024,Congo copper production down 20 pct in Q1 amid market slump,04/06/2016,"bulletin.Meanwhile, output of cobalt, the metal used in lithium-ion",reuters
2025,Storage sunrise: Solar battery makers eye take-off as prices fall,02/06/2016,"for a second generation lithium battery, would build on its lessons",reuters
2026,BRIEF-American Lithium to start Phase 2 drill program in Northern Fish Lake Valley Lithium Brine project,01/06/2016,June 1 (Reuters) - American Lithium Corp :* American Lithium Fish Lake Valley Lithium BrineProject* On track to commence Phase 2,reuters
2027,Swiss stocks - Factors to watch on June 1,01/06/2016,* Leclanche said its lithium-ion battery cellproduction facility - located,reuters
2028,"Australia miners merge, hope to boost lithium sales",30/05/2016,"to consolidate their lithium mines inAustralia, Canada and Argentina lithium, essential in powering non-internalcombustion engines and led",reuters
2029,BRIEF-Macarthur Minerals enters MOU with Venturex Resources,27/05/2016,"with Venturex Resources Ltd to enter intofarm-in, JV for rights to lithium% of rights for lithium onsulphur springs by paying expenditure over",reuters
2030,"Chile, SQM head to court after failing to reach agreement",25/05/2016,"largestsuppliers of nitrates and lithium, with access to vast brine a lithiumexploration deal in neighboring Argentina.(Reporting by Gram Slattery)",reuters
2031,BRIEF-FMC to triple its lithium hydroxide production capacity,23/05/2016,"capacity of lithiumhydroxide by a total of 20,000 metric tons per year three expansion, FMC's lithiumhydroxide capacity will be at least",reuters
2032,"Sluggish Chinese demand, new battery tax weighs on lead",23/05/2016,and lithium-ion batteries exempt.E-BIKES CRACKDOWNAlso weighing,reuters
2033,"CORRECTED-Sluggish Chinese demand, new battery tax weighs on lead",23/05/2016,-hydrogen andlithium-ion batteries exempt.E-BIKES CRACKDOWNAlso weighing,reuters
2034,BRIEF-Zhonghe revises stake acquisition via shares issue plan,22/05/2016,percent stake in aSichuan-based lithium materials company and 100 percent stake inanother Sichuan-based lithium materials company via share,reuters
2035,Exclusive: Suppliers question Tesla's goals for Model 3 output,20/05/2016,", Nevada, was unfinished.Aluminum, lithium and other materials - already",reuters
2036,BRIEF-American Lithium to acquire Fish South Lithium property,20/05/2016,May 20 (Reuters) -* American lithium corp says co will acquire claimstotaling 2960 acres located in nevada* American lithium to acquire,reuters
2037,BRIEF-Nevada Energy Metals acquires lithium project in Nevada,19/05/2016,"May 19 (Reuters) - Nevada Energy Metals Inc* Has acquired 160 placer claims located in northern BigSmokey Valley, Township 13n., Range 43E",reuters
2038,Agriculture company FMC Corp to keep lithium business,18/05/2016,"FMC Corp earns a sliver of its revenue from lithium, but the mineral on Wednesday.Lithium forms a small but irreplaceable component",reuters
2039,CORRECTED-China to boost energy storage to cut power waste -industry,18/05/2016,", such as pumped storage hydropower orlithium ion batteries",reuters
2040,"BRIEF-Mianyang Fulin to acquire lithium battery firm for 2.1 bln yuan via cash, share issue",17/05/2016,"it plans to acquire lithium battery firm for 2.1billion yuan ($321.86 in lithiumbattery projects, boost capitalSource text in Chinese",reuters
2041,Albemarle exploring sale of unit worth $3 billion: Bbg,13/05/2016,(Reuters) - Lithium producer Albemarle Corp is exploring the sale,reuters
2042,Albemarle exploring sale of unit worth $3 bln - Bbg,13/05/2016,May 13 (Reuters) - Lithium producer Albemarle Corp is exploring,reuters
2043,China to boost energy storage 10-fold to cut power waste: industry,13/05/2016,"technologies, such as pumped storage hydropower or lithium ion",reuters
2044,Lithium - the commodity winner you can't buy: Russell,12/05/2016,"By Clyde RussellLAUNCESTON, Australia (Reuters) - Lithium risky, to gain exposure to the sector.Lithium isn't traded on any",reuters
2045,BRIEF-Lithium X enters into JV for Sal de Los Angeles deposit,12/05/2016,"May 12 (Reuters) - Lithium X Energy Corp -* 50% owned unit entered lithium productionfacility at project* Under JV,to earn 50% stake in JV",reuters
2046,RPT-COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,", Australia, May 12 (Reuters) - Lithium is thehottest commodity around to the sector.Lithium isn't traded on any major exchange",reuters
2047,COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,") - Lithium is thehottest commodity around these days, enjoying difficult,and somewhat risky, to gain exposure to the sector.Lithium isn't",reuters
2048,"CANADA RESEARCH ROUNDUP-Chinook Energy, Acadian Timber",11/05/2016,hold * Nemaska Lithium Inc : Dundee Capital raises,reuters
2049,BRIEF-American Lithium appoints Andrew Squires to board of directors,11/05/2016,May 11 (Reuters) - American Lithium Corp :* Squires fills vacancy with company as CFO* American lithium appoints andrew squires to board,reuters
2050,BRIEF-Nemaska Lithium signs deal with Johnson Matthey Battery Materials,11/05/2016,May 11 (Reuters) - Nemaska Lithium :* Nemaska Lithium and Johnson for lithium salts between Nemaska Lithium and JMBM* Front payment,reuters
2051,BRIEF-Rodinia Lithium appoints Fred Leigh as CEO,10/05/2016,May 10 (Reuters) - Rodinia Lithium Inc* Says fred leigh appointed as president and ceo effectivetoday* Rodinia lithium inc says leigh,reuters
2052,BRIEF-Albemarle sees 2016 adjusted earnings per share $3.90-$4.25,10/05/2016,May 10 (Reuters) - Albemarle Corp* Lithium and advanced materials,reuters
2053,Total plans to sell specialty chemicals subsidiary Atotech: Le Figaro,09/05/2016,"lithium battery maker Saft Groupe , which Total announced",reuters
2054,"UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,"life and safety, especially after lithium-ion battery problems resulted",reuters
2055,"BRIEF-American lithium to buy Atlantis property in Fish Lake Valley, Nevada",09/05/2016,May 9 (Reuters) - American Lithium Corp* Has entered a period of 3yrs* American Lithium Corp to acquire Atlantis Property,reuters
2056,"RPT-UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,after lithium-ion battery problems resulted in a fire on board aparked,reuters
2057,Chemicals firm SQM asks Chile to block Albemarle lithium project,05/05/2016,"said on Thursday it has asked local authorities to block U.S. lithium of lithium, a mineral that powers electric car batteries.Local daily newspaper",reuters
2058,BRIEF-American Lithium appoints Dana Brock as vice-president,05/05/2016,May 5 (Reuters) - American Lithium Corp* American lithium appoints,reuters
2059,Chilean SQM's Argentina joint venture project to cost up to $600 mln,05/05/2016,late Wednesday itsjoint venture with Canadian junior miner Lithium Americas todevelop a lithium project in Argentina will require $500,reuters
2060,BRIEF-Nevada Sunrise signs definitive agreement with Resolve Ventures,04/05/2016,definitive agreement with resolveventures for neptune lithium property,reuters
2061,BRIEF-Resolve Ventures closes private placement,04/05/2016,"private placement, signsdefinitive agreement for neptune lithium property",reuters
2062,BRIEF-FMC Corporation Q1 adjusted EPS $0.58,02/05/2016,lithium earnings are now expected to be between $43and $53 million,reuters
2063,BRIEF-North Arrow sells two Canadian lithium assets,02/05/2016,Canadian lithium assets* Will receive 1 million share purchase warrants,reuters
2064,RPT-INSIGHT-How France sank Japan's $40 bln Australian submarine dream,01/05/2016,the possibility ofopening a lithium-ion battery plant in Australia,reuters
2065,BRIEF-Canadian Orebodies sells Greenbush Lithium property,29/04/2016,sells Greenbush Lithium property andacquires Bateman Lake property,reuters
2066,How France sank Japan's $40 billion Australian submarine dream,29/04/2016,the possibility of opening a lithium-ion battery plant in Australia,reuters
2067,BRIEF-GS Yuasa Lithium Power and Boeing enter into long-term supply agreement,20/04/2016,April 20 (Reuters) - GS Yuasa Lithium Power Inc:* GS Yuasa Lithium* Deal for supply of Gs Yuasa Technology's lithium-ion cellsfor use,reuters
2068,SEC sets penalties in two corporate fraud cases,19/04/2016,of Energygrant to make lithium-ion and other batteries for electric cars,reuters
2069,U.S. SEC sets penalties in two corporate fraud cases,19/04/2016,a $118.5 million Department of Energygrant to make lithium-ion and other,reuters
2070,Breakingviews: Collapsed Peabody is ghost of oil future,13/04/2016,longer distances on each charge. The price of thelithium-ion batteries,reuters
2071,BRIEF-Ultra Lithium receives drilling permit and signs drill contract for exploration at the South Big Smoky Valley Brine Lithium Project,13/04/2016,April 13 (Reuters) - Ultra Lithium Inc :* Ultra Lithium receives Smoky Valley BrineLithium Project* Drilling is anticipated,reuters
2072,BRIEF-Empire Rock Minerals acquires 70% interest in Fox Creek Lithium Project,12/04/2016,to acquire a 70% interest in fox Creek LithiumProject in province of Alberta,reuters
2073,Chile's SQM signs lithium joint venture project in Argentina,28/03/2016,miner Lithium Americas to develop a lithiumproject in Argentina.SQM and Lithium Americas said in a statement,reuters
2074,BRIEF-Lithium Americas and SQM announce joint venture,28/03/2016,March 28 (Reuters) -* Lithium Americas and SQM announce joint venture* Lithium Americas Corp says to enter into a 50/50 jointventure,reuters
2075,Battery-hungry world turns to South America's 'lithium triangle',24/03/2016,,reuters
2076,BRIEF-Showa Denko plans to spend some 50 billion yen on acquisitions in next three years starting in 2016 - Nikkei,24/03/2016,"ofmaterials for automotive lithium ion batteries, developers ofhigh-purity",reuters
2077,"BRIEF-Aceto corp says subsidiary, Rising Pharmaceuticals, to launch lithium carbonate extended-release tablets and metronidazole tablets",23/03/2016,", to launch lithiumcarbonate extended-release tablets",reuters
2078,BRIEF-Lithium X Energy receives permit for drill program at Clayton Valley North,23/03/2016,March 23 (Reuters) - Lithium X Energy Corp* Receives permit,reuters
2079,BRIEF-U.S. CPSC says Panasonic recalls lithium-ion laptop battery packs due to fire hazard,21/03/2016,March 21 (Reuters) - U.S. CPSC:* Panasonic recalls lithium-ion,reuters
2080,"BHP CEO says bearish on iron ore price, though still profitable",15/03/2016,", and possibly potash down the track.Minor commodities like lithium",reuters
2081,Reuters Business News Schedule at 1830 GMT/2:30 PM ET,15/03/2016,", 400 words)Battery-hungry world turns to South America's 'lithiumits vast fertile pampas, Argentina harbors Lithium, anothervaluable",reuters
2082,Reuters Business News Schedule at 1500 GMT/11 AM ET,15/03/2016,"America's 'lithiumtriangle'SANTIAGO/TORONTO - Far from the soy and cattle that dominateits vast fertile pampas, Argentina harbors Lithium",reuters
2083,Reuters Business News Schedule at 0930 GMT/0530 AM ET,15/03/2016,turns to South America's 'lithiumtriangle'SANTIAGO/TORONTO - Far and demand and luring newlywelcomed foreign investors. (LATAM-LITHIUM,reuters
2084,Lithium miners hunt for capital as demand for metal climbs,07/03/2016,lithium at a time of broader commodity weakness has Canada's Nemaska Lithium Inc and Western Lithium USA Corp confident they can soon obtain,reuters
2085,Chile will not block foreign sale of lithium producer SQM: minister,06/03/2016,"takeover of lithium and potash producer SQM , Mining, a major producer of battery ingredient lithium and an important supplier",reuters
2086,CORRECTED-German stocks - Factors to watch on March 1,01/03/2016,materials group Umicore indirectly infringed two patents on lithium-ion,reuters
2087,"European Factors to Watch-Shares seen steady, focus on earnings",01/03/2016,materials group Umicore indirectly infringed two patents on lithium,reuters
2088,Toshiba mulls battery plant in Australia as Japan seeks sub deal: sources,01/03/2016,is considering building a factory in Australia to make lithium-ion if the plant would build lithium ion battery cells from scratch,reuters
2089,Toshiba mulls battery plant in Australia as Japan seeks sub deal - sources,01/03/2016,"* Toshiba eyes military, commercial sales of lithiumbatteries* South lithium-ion batteries to power the vessels, said thesources who",reuters
2090,U.S. judge says Umicore liable in BASF battery patent case,29/02/2016,"group Umicore indirectly infringed two patents on lithium-ion battery. According to the complaint, the patents cover a lithium metal oxide",reuters
2091,"What to Watch in the Day Ahead - Tuesday, March 1",29/02/2016,the investmentbank.Global fertilizer and lithium supplier SQM releases,reuters
2092,U.N. agency bans lithium-ion batteries in checked-baggage,26/02/2016,"MONTREAL, Feb 26 (Reuters) - Spare lithium-ion batteriesOrganization said in a statement. Lithium ion batteries areallowed",reuters
2093,"Obama, at battery plant, jabs Republicans on economic 'snake oil'",26/02/2016,Obama used a trip to a lithium-ion battery factory on Friday to defend demand for lithium-ion batteries. The French company had to take,reuters
2094,"What to Watch in the Week Ahead and on Monday, Feb 29",26/02/2016,will come out on Friday.The top global fertilizer and lithium,reuters
2095,Oil industry sees Paris climate deal as chance to innovate,26/02/2016,the lithium ion rechargeable battery in 1975 amidst widespread concern,reuters
2096,CERAWEEK-Oil industry sees Paris climate deal as chance to innovate,26/02/2016,thelithium ion rechargeable battery in 1975 amidst widespreadconcern,reuters
2097,U.S. sets conditions for Hikma's takeover of Boehringer's Roxane,26/02/2016,and immunosuppressant prednisone tablets and all strengths of lithium carbonate,reuters
2098,RPT-CERAWEEK-Oil industry sees Paris climate deal as chance to innovate,26/02/2016,invented thelithium ion rechargeable battery in 1975 amidst widespread,reuters
2099,U.N. agency bans lithium-ion batteries on passenger aircraft,22/02/2016,"on Monday prohibited shipments of lithium-ion batteries as cargo that they are a fire risk. Lithium metal batteries, which are used",reuters
2100,U.N. agency prohibits lithium-ion batteries as cargo on passenger aircraft,22/02/2016,"shipments of lithium-ion batteries on passenger aircraft, citing concerns through ICAO on a new lithium battery packaging performance standard",reuters
2101,Hoverboards with counterfeit batteries seized at NY airport,19/02/2016,"with “voluntary safety standards,"" including those related to lithium",reuters
2102,European Factors to Watch-Futures point to steady open,19/02/2016,as aslower-than-expected switch to lithium-ion batteries forced,reuters
2103,Fitch Upgrades Panasonic to 'BBB'; Outlook Stable,12/02/2016,"-in vehicles, affectingthe demand for the company's lithium-ion batteries",reuters
2104,House panel approves plan to privatize air traffic control,11/02/2016,"shipments of lithium batteries, seen by safety experts as dangerous fire",reuters
2105,BRIEF-Manz starts 2016 with orders for total sales volume of lower double-digit mln euro range,10/02/2016,to manufacture high-performance lithium-ionbatteries for a total,reuters
2106,U.S. lithium firm Albemarle plans to more than double Chile output,02/02/2016,"SANTIAGO, Feb 2 (Reuters) - U.S. lithium producer Albemarlehas signed a deal with Chile to significantly increase itsoutput of lithium",reuters
2107,"Chile pushes lithium development, puts state reserves up for tender",25/01/2016,forward withnew policies to develop its vast lithium reserves copper producer.Lithium is an important ingredient in rechargeable,reuters
2108,Chile's Codelco sees additional delay to El Teniente expansion,15/01/2016,"to discuss a lithium venture with Codelco, saying its lithium reserves",reuters
2109,Verifying North Korea hydrogen bomb claim may prove difficult,07/01/2016,"bomb and which in turn would require the presence of lithium.South.""If they find lithium, then it's definitely a hydrogen bomb test",reuters
2110,Australia shares down 1.2 percent as China concerns linger,05/01/2016,on Canada lithium project buy.Communications service provider Spark New,reuters
2111,Researchers taking power of locust to new heights,05/01/2016,"to about 30 minutes, the locust robot is powered by a lithium battery",reuters
2112,"Recall Notice: Ford headlights, Sweet Leaf Tea and bean-bag chairs",30/12/2015,"by lithium ion batteries, can catch fire,either while being charged",reuters
2113,Chinese group eyeing indirect stake in Chile lithium producer SQM,28/12/2015,"SQM, one of the world's toplithium producers, the holding company in turn owns around 20percent of SQM, a major producer of lithium",reuters
2114,Stake in top Chilean lithium producer SQM put on block,18/12/2015,"of the world's top lithium producers, is up for grabs after anindirect of battery ingredientlithium and an important supplier of iodine and other",reuters
2115,"BRIEF-Hengdian Group plans lithium battery project, investment 425.4 mln yuan",18/12/2015,lithium battery project with investment of425.4 million yuan,reuters
