,headline,date,snippet,source
241,Chile lithium exports more than double in July from previous year,07/08/2018,and SQMhave both signed deals in recent years with the Chilean,reuters
242,China M&A picks up – for now,03/08/2018,"Lithium's SQMinvestment, which was underwritten by China Citic Bank",reuters
243,Battery boom skeptics seen driving short holdings in lithium miners,03/08/2018,"in lithium miners SQM, Albemarle, Galaxy and Orocobre has ballooned interest surges in SQM - https://reut.rs/2mVHNFD)There are signs",reuters
244,GRAPHIC-Battery boom sceptics seen driving short holdings in lithium miners,03/08/2018,"of shares inlithium miners SQM, Albemarle, Galaxyand Orocobre has ballooned",reuters
245,Part-owner of Chile lithium producer SQM sells $275 mln bond,27/07/2018,"stake in lithium producer SQM, said it sold bonds in the local market in a note to the marketregulator.SQM is one of the world's largest",reuters
246,CORRECTED-CEO of Chilean lithium miner SQM resigns,26/07/2018,miner SQMon Wednesday night announced theresignation of its chief executive Patricio de Solminihac.SQM said in a emailed statement,reuters
247,Chile's SQM seeks approval for $450 million lithium plant expansion,18/07/2018,By Fabian CamberoSANTIAGO (Reuters) - Chilean miner SQM on Wednesday in the manufacturing of batteries. SQM said in an environmental impact statement,reuters
248,Chile's SQM seeks approval for $450 mln lithium plant expansion,18/07/2018,"By Fabian CamberoSANTIAGO, July 18 (Reuters) - Chilean miner SQM in the manufacturing of batteries.SQM said in an environmental impact",reuters
249,Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,and Chile's SQM  rule supreme.But the legal conflict,reuters
250,CORRECTED-Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"Atacama, where top lithiumproducers Albemarle and Chile's SQMrule",reuters
251,Chile's SQM decides not to hire ex-Chairman Ponce as adviser,22/06/2018,"SANTIAGO, June 22 (Reuters) - Chile lithium miner SQMsaid on Friday and Chile'sbusiness community.SQM announced plans to hire Ponce",reuters
252,Chile antitrust regulator to probe Tianqi purchase of SQM stake,15/06/2018,"purchase last month of a 24 percent stake in SQM, one of the world's top it would buy nearly a quarter of SQM from Canada-based fertilizer",reuters
253,Chile anti-trust regulator to probe Tianqi purchase of SQM stake,15/06/2018,of China's Tianqi purchase last month of a24 percent stake in SQM,reuters
254,"U.S. electric car sector, wary of China, seeks more domestic lithium",12/06/2018,is in a partnership with world No. 2 lithium producer SQM on a project,reuters
255,Chile creates committee to oversee lithium contracts,11/06/2018,"miner SQM and U.S.-based Albemarle Corp., deals that are key Corfo has with SQM  and Albemarle Corp",reuters
256,RPT-COLUMN-The battle for control of the lithium mother-lode: Andy Home,10/06/2018,"producer, SQM.THE MAN WHO WOULD BE LITHIUM KINGThe news on Jan. 17 that SQM had received permission to liftits production capacity",reuters
257,COLUMN-The battle for control of the lithium mother-lode: Andy Home,08/06/2018,"for control of the country'sbiggest producer, SQM.THE MAN WHO WOULD BE LITHIUM KINGThe news on Jan. 17 that SQM had received permission to lift",reuters
258,METALS-London copper hits 2018 high on Chile supply fears,07/06/2018,by lithium miner SQM of itsformer Chairman Julio Ponce as a strategic,reuters
259,"METALS-Copper prices extend rally on supply fears, weaker dollar",06/06/2018,""" the appointment by lithium miner SQM of itsformer Chairman Julio Ponce",reuters
260,SQM pick of ex-Chairman Ponce as adviser 'imprudent': Chile finance minister,06/06/2018,"on Wednesday described as ""imprudent"" the appointment by lithium miner SQM of an agreement with the state that he distance himself from the firm.SQM",reuters
261,SQM pick of ex-chairman Ponce as adviser 'imprudent' -Chile finance minister,06/06/2018,"SQM ofits former chairman Julio Ponce as a strategic adviser, in light.SQM, the world's biggest exporter oflithium carbonate, confirmed",reuters
262,METALS-Copper prices hit 3-month highs on Chile supply concerns,06/06/2018,"miner SQM,has retained former chairman Julio Ponce as an adviser",reuters
263,METALS-Shanghai copper hits 3-month high on supply concerns,05/06/2018,"miner SQM,has retained former chairman Julio Ponce as an adviser",reuters
264,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 billion,01/06/2018,its remaining stake in Chile lithium miner SQM on Friday for nearly $1 of Saskatchewan. The nearly 20.17 million B-series shares in SQM,reuters
265,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 bln,01/06/2018,auctioned its remaining stake in Chile lithiumminer SQM on Friday Corp of Saskatchewan.The nearly 20.17 million B-series shares in SQM,reuters
266,EMERGING MARKETS-Brazilian equities down amid crippling truckers' strike,25/05/2018,Thursday. That included lithium producer SQM and relatedholding,reuters
267,METALS-Base metals rise on weaker dollar after Trump-Kim summit nixed,24/05/2018,* LITHIUM: Chilean miner SQM said on Thursday it wouldinvest,reuters
268,Chile's SQM says to triple production of lithium by 2021,24/05/2018,"SANTIAGO, May 24 (Reuters) - Chilean miner SQM said onThursday",reuters
269,Chile high court declines to weigh in on lithium spat at Maricunga,23/05/2018,"innorthern Chile, home to top lithium producers Albemarleand SQM , but Salar",reuters
270,China's Tianqi Lithium to buy a quarter of Chile's SQM for $4.1 billion,17/05/2018,"a quarter of Chilean lithium producer SQM  for $4.1 leave Tianqi just shy of a controlling stake in SQM, the world's",reuters
271,Chile gov't to respect FNE regulator ruling on Tianqi - minister,17/05/2018,"Tianqi's right to purchase a stake in Chilean lithiumproducer SQM, Economy stake in SQM for $4.07 billion fromfertilizer company Nutrien Ltd",reuters
272,RPT-UPDATE 1-China's Tianqi Lithium to buy stake in Chile's SQM for $4.07 billion,17/05/2018,lithium producer SociedadQuimica Y Minera (SQM) to China's Tianqi Lithium stake in SQM - which has asignificant fertilizer production business,reuters
273,CANADA STOCKS-Futures little changed amid a rise in oil prices,17/05/2018,in Chileanlithium producer Sociedad Quimica Y Minera (SQM) toTianqi,reuters
274,RPT-China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp for $4.07billion on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters
275,China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,producer Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp reported on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters
276,Exclusive: China's Tianqi nears $4.3 billion deal to buy stake in Chile's SQM - sources,15/05/2018,"stake in Chile's Sociedad Quimica Y Minera (SQM) , one, is looking to sign a deal to acquire the stake in SQM from Canadian",reuters
277,RPT-CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme biggest lithium producer, SQM, will be watching theproceedings",reuters
278,Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,"and Chile's SQM  rule supreme.But the legal conflict lithium producer, SQM, will be watching the proceedings with interest",reuters
279,CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme biggest lithium producer, SQM, will be watching theproceedings",reuters
280,RPT-China suspects others lobbied to block it from Chilean lithium -official,09/05/2018,"in toplithium producer SQM, its trade representative told Reutersregulators to review the sale of an approximately 30 percent inSQM to Chinese",reuters
281,China suspects others lobbied to block it from Chilean lithium: official,08/05/2018,"in top lithium producer SQM, its trade representative told Reuters regulators to review the sale of an approximately 30 percent in SQM to Chinese",reuters
282,China suspects others lobbied to block it from Chilean lithium -official,08/05/2018,"a stake in toplithium producer SQM, its trade representative toldregulators to review the sale of an approximately 30 percent inSQM",reuters
283,"BRIEF-Nutrien expects to announce sales of SQM, Arab Potash stakes in second quarter",08/05/2018,"conference call:* NUTRIEN CEO SAYS SALE PROCESS OF EQUITY STAKES IN SQM EXPECTS TO ANNOUNCE SALES OF SQM, ARABPOTASHSTAKES BY END OF SECOND",reuters
284,BUZZ-Shares in Chile lithium miner SQM up sharply following auction,20/04/2018,April 20 (Reuters) - ** Chile lithium miner SQMshares up sharply)** Brokerage firm Banchile auctions 1.5 million series-A sharesin SQM,reuters
285,"Banchile auctions 1.5 mln shares in Chile's SQM, raises $76 mln",20/04/2018,"auctioned 1.5 million series-A shares in Chile lithiumminer SQM at a sale million.SQM, which operates primarily in Chile's Salar de Atacama,is one",reuters
286,BRIEF-Entra Signed Lease Contract With The Norwegian Tax Authority For New-Build Project In Trondheim,19/04/2018,"OF 5,000 SQM IN APLANNEDENTRA NEWBUILD IN HOLTERMANNSSource text",reuters
287,Chile's SQM says lithium industry needs at least $10 bln investment over 10 yrs,18/04/2018,", Chilean lithiumminer SQM says* Demand is set to grow by 600,000-800,000 Jimenez,senior commercial vice president at SQM, tells the Metal",reuters
288,BRIEF-Aldar Properties Launches AED 10 Billion Masterplan Alghadeer,16/04/2018,IS SET TO EXCEED 1.3 MILLION SQM ANDWILLBE COMPLEMENTED BY OFFICE,reuters
289,"BRIEF-LSR Group Sees New Contract Sales At RUB 88.0 Bln In 2018, Up 35% YR/YR",13/04/2018,"NEW CONTRACT SALES OF 840 TH SQM IN 2018, UP 31%VERSUS2017",reuters
290,"BRIEF-LSR Group Q1 Value Of Contracts RUB 15 Bln, up 11% YoY",13/04/2018,"% YOY, TO 160 TH SQM* Q1 VALUE OF CONTRACTS UP 11% YOY TO RUB 15 BLN",reuters
291,"BRIEF-Samhällsbyggnadsbolaget I Norden AB Sells 20,000 Sqm Gfa Building Rights",12/04/2018,":* SAMHÄLLSBYGGNADSBOLAGET I NORDEN AB SELLS 20,000 SQM GFABUILDING RIGHTS* BUILDING RIGHTS COVER ABOUT 20,000 SQM GFA AND ARE SOLD ATANAVERAGE",reuters
292,BRIEF-Entra Signs New Lease Contract In Powerhouse Brattørkaia,10/04/2018,"FOR 2,560 SQM INPOWERHOUSEBRATTØRKAIA* POWERHOUSE BRATTØRKAIA",reuters
293,Swiss stocks - Factors to watch on April 10,10/04/2018,"authority (nuca)to develop 1,000 feddan (approx. 4.2 million sqm",reuters
294,BRIEF-Orascom Development Holding To Enter Into Partnership With New Urban Communities Authority,10/04/2018,"MILLION SQM) IN WEST CAIRO,M* ODE WILL OWN 70% OF ORE'S ISSUED",reuters
295,China's Tianqi alleged errors in Chile effort to block SQM stake - papers,07/04/2018,its purchase of a stake in local mining company SQM ,reuters
296,"As China ties up global lithium, Asian rivals must bet big on South America",06/04/2018,"in Chile's SQM, the world's lowest cost producer. Chile development long-standing arrangements with the producers like SQM, said van Alphen",reuters
297,BRIEF-D. Carnegie & Co Buys Apartments In Stockholm From Byggmästare Anders J Ahlström Fastighets,05/04/2018,"1,274 APARTMENTS IN STOCKHOLM FOR SEK 1,673MILLION(15,900 SEK/SQM",reuters
298,China miner Tianqi meets with Chilean anti-trust prosecutor on SQM,04/04/2018,"from buying a coveted stake in Chile's SQM, Chile's lobbyist in SQM to Tianqi or any state-backed Chinese bidder.Tianqi declined",reuters
299,METALS-Shanghai metals prices fall as U.S.-China trade row escalates,03/04/2018,"to block the miner from buying acoveted stake in Chile's SQM, Chile's",reuters
300,Shareholders in Chilean lithium firm SQM move to shake up governance,02/04/2018,shareholders inChilean lithium giant SQM proposed in aregulatory filing long controlled SQM but was forced to cede powerfollowing an agreement,reuters
301,Kore Potash to tap investors for $600 mln towards Congo Rep mine,29/03/2018,"lithium and potashminer SQM, with 17.6 percent.Kore is awaiting",reuters
302,BRIEF-Capman Real Estate Acquires Commercial Property In Stockholm,28/03/2018,"INSTOCKHOLM* CAPMAN NORDIC REAL ESTATE II HAS ACQUIRED PÅSEN 1, A 9,714SQM",reuters
303,RPT-Tiny Chilean regulator thrust into global lithium battle,21/03/2018,a petition to block Chinese firmsfrom buying a stake in top producer SQM-based SQMfor more than $4 billion to Chinese bidder Tianqi Lithium,reuters
304,METALS-London copper edges up from 3-month low on weaker dollar,20/03/2018,"producer SQM. For the top stories in metals and other news, click",reuters
305,Tiny Chilean regulator thrust into global lithium battle,20/03/2018,a stake in top producer SQM .The scramble for lithium Nutrien Ltd of a 32 percent stake in Santiago-based SQM for more than,reuters
306,BRIEF-Entra Buys Development Project In Oslo,19/03/2018,"IS APPROXIMATELY 3,150 SQM AND IS 81 % LET ONSHORTTERM CONTRACTS.​* ‍CLOSING",reuters
307,New Chile govt undecided on blocking SQM sale to China firms -official,16/03/2018,predecessor to block the sale of a stake in top lithium minerSQM of a 32 percent stake in SQM to China's TianqiLithium or any related,reuters
308,RPT-EXPLAINER-Chile attempts to block China from prize lithium asset,14/03/2018,"stake in Chilean lithium company SQM to aChinese firm, which oversees SQM's lithiumleases in the Salar de Atacama, claimed",reuters
309,Explainer: Chile attempts to block China from prize lithium asset,13/03/2018,of a 32 percent stake in Chilean lithium company SQM  lithium leases,reuters
310,EXPLAINER-Chile attempts to block China from prize lithium asset,13/03/2018,"the sale of a 32 percentstake in Chilean lithium company SQM development agency Corfo, which oversees SQM's lithiumleases in the Salar",reuters
311,Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,"and shareholder returns after it sells stakes in companies SQM, Arab Potash",reuters
312,RPT-FOCUS-Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,in Brazil and shareholder returns afterit sells stakes in companies SQM,reuters
313,FOCUS-Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,"it sells stakes in companies SQM , Arab Potash Company",reuters
314,Exclusive: Chile files complaint to block sale of SQM shares to Chinese companies,09/03/2018,"in lithium company SQM to a Chinese company on the grounds it would.Chile development agency Corfo, which oversees SQM's lithium leases",reuters
315,Chile says companies to invest $754 million in lithium industry,09/03/2018,struck a deal with miner SQM that would allow Codelco to begin lithium,reuters
316,"BRIEF-Fabege Leases 3,800 sqm To North Alliance In Stockholm City Centre",08/03/2018,"March 8 (Reuters) - FABEGE AB:* FABEGE LEASES 3,800 SQM TO NORTH APPROXIMATELY 3,800 SQM ANDEXTENDS FOR SEVEN YEARSSource text for Eikon",reuters
317,Investors bet on component makers in electric car shift,07/03/2018,miners SQM  in Chile and Orocobre ,reuters
318,"BRIEF-Russia's Etalon to launch up to 700,000 sqm of NSA in 2018​",05/03/2018,"March 5 (Reuters) - Russian homebuilder Etalon Group Plcsaid on Monday:* The company plans to launch up to 700,000 square metres ofnet",reuters
319,BRIEF-Entra Signs Lease Contract In Oslo​,02/03/2018,"A NEW 3,500 SQM LEASECONTRACTFOR AKERSGATA 51/APOTEKERGATA 6 IN OSLO",reuters
320,"EMERGING MARKETS-Mexico stocks rebound, SQM shares sink in Chile",01/03/2018,"In Chile, shares in SQM, one of the world'slargest lithium producers for thebattery ingredient could weaken, following a statement by SQMthat prices",reuters
321,Shares of Chilean miner SQM fall on lithium pricing fears,01/03/2018,"SANTIAGO (Reuters) - SQM  shares fell on Thursday of the year,"" SQM said of lithium prices in a statement to announce its",reuters
322,"World needs at least 50,000 tonnes more lithium per year - SQM",01/03/2018,"company SQM said on Thursday global markets will need atleast 50,000.SQM's Patricio de Solminihac said in an earnings call heexpects world",reuters
323,Chile's SQM plans investments of $517 mln in 2018,01/03/2018,"SANTIAGO, March 1 (Reuters) - Chilean miner SQMsaid on Thursday business after an increase inoutput in the second half of 2017.SQM",reuters
324,"BRIEF-Affine Purchases A 5,800 Sqm Office Building In Sèvres ‍​",28/02/2018,"Feb 28 (Reuters) - Affine Re Sa:* AFFINE PURCHASES A 5,800 SQM",reuters
325,BRIEF-Magnolia Bostad Sells Property In Örnsberg,28/02/2018,"AREA OFAPPROXIMATELY 6,000 SQM.​* ‍TENANT IS STOCKHOLM STAD",reuters
326,"Lithium glut? No way, say industry executives eyeing demand",27/02/2018,"and Chile's SQM, down as much as 8 percent on Monday. Most were down",reuters
327,EMERGING MARKETS-Mexico peso down on NAFTA jitters; Chilean equities sink,26/02/2018,"Quimica y Minera de Chile SA (SQM), which has attracted investor interest stake in SQM, shed 5.5percent. In the Morgan Stanley note",reuters
328,FMC plans $500 million IPO of lithium business on NYSE in the fall,26/02/2018,"$3 billion, below that of lithium giants such as Chile's SQM",reuters
329,"EMERGING MARKETS-Chilean equities fall on lithium price worries, forestry",26/02/2018,"Minera de Chile SA (SQM), which has attracted investor interest due with an indirect stake in SQM, followed asthe second-biggest loser",reuters
330,BRIEF-Deutsche Industrie Buys Two Commercial Properties In Wuppertal And Remscheid,14/02/2018,"TO APPROX. 36,825 SQM., ANNUALISED RENTOF APPROX. 1.48 MLN EUROS​Source",reuters
331,RPT-COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"lithium producer SQM are""exploring"" opportunities after the automotive with the resolution of a long-runningdispute between SQM and Corfo.The prospect",reuters
332,COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"production drive.Tesla and Chilean lithium producer SQM are""exploring between SQM and Corfo.The prospect of a wave of Chilean lithium supply",reuters
333,"Nutrien closing in on selling stakes in SQM, Arab Potash Co.: CEO",06/02/2018,"buyers of its stakes in lithium producer SQM and Arab Potash Co Plc, its is things are going very well today,"" he said.Interest in the SQM",reuters
334,"Bidding 'robust' for Nutrien stakes in SQM, Arab Potash Co - executive",06/02/2018,"its stakes in lithium producer SQM andArab Potash Co Plc percent of Chile's SQM, and about 28 percentof Arab Potash. The sales",reuters
335,BRIEF-Nutrien interested in buying seed and chemical assets that fit,06/02/2018,call:* NUTRIEN CFO SAYS COMPANY HAS 'ROBUST BIDDING PROCESS' FORSQM,reuters
336,METALS-Base metals advance ahead of Trump address,29/01/2018,"an additional quota oflithium for local miner SQM, to meetpotential demand",reuters
337,Chile open to increasing SQM lithium quota to satisfy Tesla: Corfo,29/01/2018,"an additional quota of lithium for local miner SQM  were ""exploring"" opportunities after",reuters
338,Chile open to increasing SQM lithium quota to satisfy Tesla -Corfo,29/01/2018,"anadditional quota of lithium for local miner SQMto meet potential additional Tesla and SQM were ""exploring"" opportunitiesafter Tesla expressed",reuters
339,BRIEF-Nutrien CEO sees SQM stake sale by year end,25/01/2018,"ON DIVESTING STAKES OF SQM,ARABPOTASH COMPANY -CEO* NUTRIEN CEOWESTERNSAHARA -CEO* NUTRIEN CEO SAYS EXPECTS TO SELL SQM STAKE BY YEAR",reuters
340,BRIEF-Adler Real Estate Updates 2017 Guidance,25/01/2018,* AVERAGE RENT IN CORE PORTFOLIO HAD REACHED EUR 5.11 PERSQM/MONTH,reuters
341,"EMERGING MARKETS-Chilean, Argentine equities hit record highs",18/01/2018,"it had struck a deal with lithium miner SQM,ending a long dispute over is usedin batteries that power electric cars. While SQM's stock",reuters
342,"Chile's Corfo, SQM strike deal in lithium dispute",17/01/2018,"on Wednesday that it had struck a deal with lithiumcompany SQM, putting Atacama, home to one of theworld's richest lithium deposits.SQM",reuters
343,BRIEF-LSR Group Launches New Project In Yekaterinburg,17/01/2018,* SAYS PROJECT COMPRISES TWO BUILDINGS WITH TOTAL AREA OF47.5 THSQM,reuters
344,"BRIEF-Saudi's SACO Announces Strategic Plan For 2019, 2020",16/01/2018,"RETAIL AREA OF 228,070SQM* SAYS STRATEGIC PLAN WILL BE FINANCED FROM",reuters
345,"Chile government backs Corfo, SQM efforts to resolve royalty dispute: media",13/01/2018,"a dispute with miner SQM over lithium royalties, newspaper La Tercera the meeting in Corfo's offices, according to La Tercera.SQM and Corfo have",reuters
346,"Chile government backs Corfo, SQM efforts to resolve royalty dispute -media",13/01/2018,"a dispute with miner SQM overlithium royalties, newspaper La Tercera the meeting inCorfo's offices, according to La Tercera.SQM and Corfo",reuters
347,Czech Republic - Factors To Watch on Jan 12,12/01/2018,"IKEA will open an 800 sqm shop in thecentre of Prague, becoming",reuters
348,BRIEF-Gieag Immobilien Concludes Rental Agreement With LGI,09/01/2018,"FOR TOTAL SPACE OF 55,500 SQMINLOGISTICS PROPERTY IN ERFURT WITH LGI",reuters
349,BRIEF-Buwog buys N. Germany portfolio,09/01/2018,"HAS A TOTAL FLOOR AREA OF AROUND 41,300SQM​* ‍CURRENT VACANCY RATE IS 6%. AVERAGE ACTUAL RENT IS EUR7.36 /SQM​* ‍WE WILL ALSO ENHANCE",reuters
350,Bolivia seeks investors to power up lagging lithium output,29/12/2017,ALB.N> and Chile's SQM  will risk their capital,reuters
351,BRIEF-Aedes SIIQ Renewes With Coin Lease Contract For Property Located In Catania,28/12/2017,"FOR PROPERTY LOCATEDINCATANIA, OF ABOUT 8,000 SQM GLASource text",reuters
352,Chile could see $7.5 billion in royalties from SQM by 2030 -Corfo,27/12/2017,"miner SQM if it can resolve its dispute with thecompany, authorities said on Wednesday.SQM and Chilean development agency Corfo have been",reuters
353,BRIEF-Grivalia Properties Says Completes The Acquisition Of Asset Worth EUR 4.1 Mln,22/12/2017,"USES WITH A TOTAL AREA OF C.1,530 SQM.Source text for Eikon:Further company coverage:(Gdynia Newsroom)",reuters
354,BRIEF-Entra: Renewed And Extended Lease Contracts,22/12/2017,"FOR 4,120SQM INCORT ADELERS GATE 30 IN OSLO​* ‍RENEWED LEASE CONTRACT HAS",reuters
355,U.S. launches effort to reduce reliance on imports or critical minerals,21/12/2017,"development agency Corfo. Lithium producers SQM, Albemarle and FMC",reuters
356,BRIEF-Fabege Signs Lease Contract In Solna,21/12/2017,"Dec 21 (Reuters) - Fabege Ab:* FABEGE LEASES 13,800 SQM",reuters
357,BRIEF-Castellum Signs Lease Agreement With Arcam,20/12/2017,"REGARDING 11,800 SQM INMÖLNLYCKE​Source text: http://bit.ly/2Bkqkk7",reuters
358,EMERGING MARKETS-Brazil's Bovespa down amid continued fiscal fears,19/12/2017,"rebound,"" Fitch said in anote. Lithium company SQM was the big",reuters
359,BRIEF-Yanlord Land Group Limited Announces Acquisition Of A Company In China,19/12/2017,"% STAKE IN A PRIME 55,000 SQM GFAREDEVELOPMENT SITE IN SHENZHEN LUOHU",reuters
360,"CORRECTED-Chile's Corfo, SQM make new effort to settle lithium mining claims",18/12/2017,"and Pampa Calichera, which controls lithium giant SQM, have agreed to suspend production ""significantly,"" Corfo said in astatement. Corfo has accused SQM",reuters
361,REFILE-UPDATE 1-Chile's IPSA stock index up more than 6 pct on Pinera's win,18/12/2017,Lithium producer SQM rose nearly5 percent in Santiago and 8.4 percent,reuters
362,Fitch: CNLP's Bond Rating Unaffected by Tap Issuance,17/12/2017,metres (sqm) ofcompletedlogistic properties as of end-1H17.However,reuters
363,Chile politics put Potash in tight spot on SQM stake sale,14/12/2017,") - The chance to own a stake in Chile's SQM, one of the world's top lithium skyrocketed.But the buyer of the 32 percent of SQM being sold by Canadian",reuters
364,Deals of the day- Mergers and acquisitions,07/12/2017,stakein Chilean lithium miner SQM ahead of its proposed merger,reuters
365,Potash CEO meets with Chilean government amid stake sale,07/12/2017,to divest its minority stake in Chilean lithium miner SQM ahead of its embroiled in a legal dispute over mining royalties with SQM since May 2014,reuters
366,Fitch Affirms Lippo Karawaci at 'BB-'/'A+(idn)'; Outlook Stable,30/11/2017,"phase consists of 5.0million squaremeters (sqm), including 1.5 million sqm of commercial area, 1million sqm ofopen green space",reuters
367,Chinese firms show interest in lithium producer SQM: Potash Corp CEO,29/11/2017,"producer SQM, Potash Corp Chief Executive Jochen Tilk said on Wednesday.Potash has agreed to divest its 32 percent stake in SQM, as well",reuters
368,China's Sinochem in 3 billion yuan battery material venture,24/11/2017,linked with a move to buy a stake in Chilean lithium producer SQM,reuters
369,China's Sinochem in 3 bln yuan battery material venture,24/11/2017,linked with a move to buya stake in Chilean lithium producer SQM,reuters
370,Chile lithium miner SQM says legal dispute could linger through 2018,23/11/2017,) - Chilean lithium and fertilizerproducer Sociedad Quimica Y Minera (SQM to resolve the arbitration between SQM and Chileangovernment,reuters
371,"RPT-Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,"producer SQM (Sociedad Quimica Y Minera),banking sources told Reuters.Given SQM's market capitalisation of around $15 billion,according",reuters
372,"Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,are considering a bid for a stake in Chilean lithium producer SQM with rival Agrium Inc . Given SQM's market,reuters
373,BRIEF-CPI PROPERTY GROUP buys two real estate projects in Czech Republic,17/11/2017,", WITH LAND PLOTS OF APPROXIMATELY 55.8 THOUSAND SQM, IS LOCATED OF APPROXIMATELY 395 THOUSAND SQM, IS LOCATED IN RITKA,APPROXIMATELY 30",reuters
374,CORRECTED-FEATURE-Argentina seeks to overtake Chile in South America lithium race,14/11/2017,State development agency Corfo has claimed Chilean miningcompany SQM is partnering with SQM to build a plant inArgentina's northwestern Jujuy,reuters
375,"BRIEF-Corem Property Group rents out 5,300 sqm in Borås​",14/11/2017,"Nov 14 (Reuters) - COREM:* ‍COREM RENTS OUT 5,300 SQM IN BORÅS",reuters
376,BRIEF-Yanlord Land Group ‍acquires majority stake in development site in Chengdu,09/11/2017,"in a 106,044 sqm gfa primedevelopmentsite in Chengdu for rmb321",reuters
377,Merged fertilizer firm Nutrien eyes U.S. farm suppliers as cash pile builds,08/11/2017,"to divest minority stakes in three companies - SQM , ICL",reuters
378,BRIEF-Orco Property Group announces disposal of land bank in Czechia,08/11/2017,AS A SHARE DEAL​* ‍DISPOSED LAND OF APPROXIMATELY 52 THOUSAND SQM WAS SOLD,reuters
379,Fitch Rates KWG's Proposed USD Senior Notes 'BB-(EXP)',07/11/2017,"metres (sqm) ofattributableland at end-June 2017 that was spread an average land cost ofCNY4,515/sqm at end-2016and is sufficient for four",reuters
380,BRIEF-Affine acquires three office buildings in Paris Metropole‍​,06/11/2017,"OF 12,000 SQM GLA IN PARISMETROPOLE ‍​* ACQUIRES THREE OFFICE BUILDINGS",reuters
381,Fitch Rates SELP's Proposed Unsecured Notes 'BBB+(EXP)',02/11/2017,"and development of modern big-box assets (""big box"",above 10,000 sqm of24,000 sqm) and meetthe latest industry building specification such as 10",reuters
382,"BRIEF-LSR Group ‍completes 65,000 sqm in Novaya Okhta project​",02/11/2017,"Nov 2 (Reuters) - LSR GROUP* SAYS ‍COMPLETES 65,000 SQM IN NOVAYA",reuters
383,BRIEF-Emlak Konut REIT signs protocol with Ministry Of Finance to tender land plots in Ankara,02/11/2017,PLOTS BY REVENUE SHARINGMODEL TOTALLY 88.089 SQM AREA IN ANKARA,reuters
384,BRIEF-ARENA MINERALS EXERCISES ATACAMA OPTION AGREEMENT WITH SOCIEDAD QUIMICA,01/11/2017,"project, anticipated to form 2 jv co's with sqm on a 80% arena,20% sqm",reuters
385,LMEWEEK-Codelco's lithium a magnet for more than 10 firms - chairman,31/10/2017,Corpand Chile's Sociedad Quimica Y Minera(SQM).Analysts at UBS said,reuters
386,Buyers circle Potash Corp stake in lithium producer SQM,26/10/2017,"in Chilean lithium producer SQM SA , Potash's chief in SQM ",reuters
387,BRIEF-Potash Corp CEO sees big interest in sale of SQM stake,26/10/2017,encouraged by market conditions for sellingSQM stake* New company' in buyingcompany's SQM stakeFurther company coverage:(Reporting By Rod Nickel),reuters
388,BRIEF-Potashcorp reports Q3 earnings per share $0.06,26/10/2017,to strength of sqm earnings​* Potash Corp - ‍ lowered upper end,reuters
389,CANADA STOCKS-Oil prices bump up TSX futures,24/10/2017,SQM being sold by Canada's PotashCorp.ANALYST RESEARCH HIGHLIGHTS,reuters
390,China's Sinochem says no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"for a stake in Chilean lithium producer SQM being sold by Canada's PotashCorp Minera (SQM), one of the world's largest lithium producers. It cited",reuters
391,China's Sinochem says has no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"in Chilean lithium producer SQMbeing sold by Canada's PotashCorp.""Up",reuters
392,"BRIEF-LSR group lowers 2017 sales forecast to 680,000 SQM-Management‍​",17/10/2017,"SQM FROM 770,000 SQM- MANAGEMENT‍​Further company coverage:(Gdynia Newsroom)",reuters
393,Fitch Places LVGEM's 'B+' Ratings on Watch Negative,16/10/2017,"square metres (sqm)of land, mainly in Shenzhen, Dongguan and Zhuhai, which Fitch expects tohave a grossfloor area of about 4 million sqm",reuters
