idx,headline,date,ticker,source
591,"dow jones reports scorpio in talks with samsung heavy industries for five triple-e container ships, according to sources",2014-07-11 05:41:00-04:00,alb,Kaggle
595,"watching shares of seagate tech, traders passing comments that samsung approached co for takeover of data storage manufacturer",2016-05-19 10:14:00-04:00,alb,Kaggle
596,seagate announces decision from mofcom allowing integration of samsung hdd business to proceed without restrictions,2015-10-22 14:32:00-04:00,alb,Kaggle
597,baird analyst sees samsung-seagate takeover as 'unlikely',2015-01-22 13:41:00-05:00,alb,Kaggle
599,morningstar analyst says samsung-seagate buyout rumor 'seems a bit odd',2015-01-22 12:44:00-05:00,alb,Kaggle
600,hearing unconfirmed market chatter of $72 tender offer for seagate technology by samsung,2015-01-22 10:13:00-05:00,alb,Kaggle
601,update: seagate technology completes private share redemption transaction of 32.7 million shares held by samsung,2013-10-08 09:03:00-04:00,alb,Kaggle
602,samsung devours apple's profits,2012-11-12 11:16:00-05:00,alb,Kaggle
603,seagate technology says samsung asset deal approved by ec,2011-10-20 16:11:00-04:00,alb,Kaggle
604,unconfirmed rumor that samsung has topped tpg/silver lake with a $19.50 share offer for seagate technology plc (stx) !! ,2010-10-26 10:31:00-04:00,alb,Kaggle
605,unconfirmed rumor that samsung has offered seagate technology plc (stx) $17.00 a share,2010-10-12 10:00:00-04:00,alb,Kaggle
606,sunedison  announces private placement of shares to samsung in connection with sunedison semiconductor ipo,2014-03-20 07:03:00-04:00,alb,Kaggle
608,jpmorgan out negative on synaptics says they are at risk of losing fingerprint rev. associated with galaxy s9 due to recent success of taiwan's egis in winning share of fp business on mid-range samsung devices,2017-10-26 10:11:00-04:00,alb,Kaggle
609,"update: clsa analyst suggests without the samsung galaxy gs9, synaptics' earnings could collapse",2017-08-02 09:41:00-04:00,alb,Kaggle
610,update: clsa analyst suggests egistec won the samsung galaxy gs9 contract over synaptics,2017-08-02 09:40:00-04:00,alb,Kaggle
611,"synaptics shares fall to session lows, now down 4%, as traders circulating comment from clsa co. lost samsung as a customer",2017-08-02 09:39:00-04:00,alb,Kaggle
612,syanptics shares largely unaffected as traders circulate comments from otr global suggesting samsung will not adopt co.'s under-glass fingerprint sensor for the s8,2016-12-23 09:46:00-05:00,alb,Kaggle
613,"hearing otr note highlighting samsung will not adopt synaptics finger-print sensor for s8, citing yield issues",2016-12-23 09:37:00-05:00,alb,Kaggle
614,"update: cowen says synaptics precise biometric license does not signal a loss to samsung, reiterating $75 pt",2016-11-08 11:10:00-05:00,alb,Kaggle
615,synaptics near low of $51.04; hearing otr global says co has lost fingerprint sensor design win to egis technology at samsung,2016-07-20 09:36:00-04:00,alb,Kaggle
616,hearing otr saying synaptics has regained samsung galaxy contract,2013-08-06 09:36:00-04:00,alb,Kaggle
617,synaptics shares under pressure as analyst warns checks indicate samsung reducing shipments of s4,2013-06-12 11:02:00-04:00,alb,Kaggle
619,update: jp morgan raises pt on synaptics on indication of samsung smartphone win,2013-03-18 09:44:00-04:00,alb,Kaggle
621,powerbyproxi announces $4m in strategic funding from samsung ventures,2013-09-30 08:06:00-04:00,alb,Kaggle
622,tessco launches a samsung accessory program for mobile workforce applications,2015-01-20 08:02:00-05:00,alb,Kaggle
624,"teekay lng-samsung-gic report signing of lng import terminal project in bahrain, expected to cost ~$655m",2015-12-02 09:26:00-05:00,alb,Kaggle
625,tivo renews patent license agreement with samsung for smartphones and tablets,2018-12-04 08:08:00-05:00,alb,Kaggle
626,"tivo reports renewal of patent license deal with samsung for smartphones, tablets",2018-12-04 08:04:00-05:00,alb,Kaggle
627,tivo files patent infringement suit against samsung,2015-09-08 16:08:00-04:00,alb,Kaggle
629,t-mobile announces samsung galaxy s8 will be available wednesday for preorder at $30/month,2017-03-29 11:50:00-04:00,alb,Kaggle
630,"tangoe, samsung sign strategic partnership agreement ",2014-02-25 05:41:00-05:00,alb,Kaggle
631,'huawei floats buying chips from samsung to fight us crackdown' -nikkei,2020-04-21 12:29:00-04:00,alb,Kaggle
632,taiwan semiconductor shares are trading lower amid weakness in the semiconductor space on coronavirus fears and reports of us trade restrictions on china as well as reports indicating rival samsung has won a contract to make new qualcomm 5g chips.,2020-02-18 09:25:00-05:00,alb,Kaggle
633,samsung said to cut prices to compete against taiwan semiconductor,2019-12-20 05:36:00-05:00,alb,Kaggle
636,taiwan semiconductor to have lead over samsung in 7nm volume production in 2018 -digitimes,2018-01-04 04:19:00-05:00,alb,Kaggle
639,"taiwan semiconductor to replace samsung as sole supplier of chips for apple watch 2, plus enhanced version of first apple watch beginning in h2 of 2016 -digitimes",2016-08-10 04:20:00-04:00,alb,Kaggle
642,"with tsmc, samsung rumored to begin a9 chips, how is apple affected?",2015-07-17 10:00:00-04:00,alb,Kaggle
643,"taiwan semiconductor, samsung begin apple a9 chip mass production, according to sources -digitimes",2015-07-16 06:17:00-04:00,alb,Kaggle
644,taiwan semiconductor confident it will beat samsung electronics in ramping up production on 10nm lines -digitimes,2015-05-28 04:36:00-04:00,alb,Kaggle
647,"apple, samsung 'best frenemies forever' following new chip deal, says this analyst",2014-11-18 09:03:00-05:00,alb,Kaggle
650,"dss files patent infringement claim against samsung, tsmc and nec ",2014-03-10 19:18:00-04:00,alb,Kaggle
652,"apple supply chain sources say samsung, taiwan semiconductor to share 14/16nm chip orders -digitimes",2013-12-18 06:23:00-05:00,alb,Kaggle
654,"iphone 7 processor to be built by samsung, globalfoundries",2013-11-14 13:50:00-05:00,alb,Kaggle
655,"globalfoundries, samsung reportedly working together to get apple chip orders -digitimes",2013-11-13 06:39:00-05:00,alb,Kaggle
656,samsung seeking new foundry clients -digitimes,2013-07-12 06:18:00-04:00,alb,Kaggle
657,"should apple dump samsung and produce everything in-house? (aapl, ssnlf)",2013-07-01 13:48:00-04:00,alb,Kaggle
658, samsung accounted for 50% of global production of advanced 32/28nm chips in q1 2013 -digitimes,2013-05-21 06:23:00-04:00,alb,Kaggle
659,apple deals another blow to samsung,2013-01-02 11:03:00-05:00,alb,Kaggle
660,tessera and samsung enter into new patent license agreements,2014-01-28 16:07:00-05:00,alb,Kaggle
661,samsung renews tessera license   ,2011-11-16 06:51:00-05:00,alb,Kaggle
662,tsys company propay supports samsung pay,2016-04-05 09:04:00-04:00,alb,Kaggle
665,"shares of fitbit volatile after hearing chatter that fitbit may explore sale for ~$11b, $52-54/share range; rumored interested companies include microsoft, under armour, and samsung",2015-10-30 10:41:00-04:00,alb,Kaggle
666,rumor: under armour to strike samsung partnership for wearable devices,2014-07-16 13:27:00-04:00,alb,Kaggle
667,uni pixel spokesperson declines comment on rumor involving samsung,2013-09-26 12:07:00-04:00,alb,Kaggle
668,hearing chatter samsung selected uni pixel mesh for flexible phone screen,2013-09-26 10:52:00-04:00,alb,Kaggle
669,"unipixel appoints former samsung sr. vp, seong peter shin, as chief operating officer  ",2011-09-08 08:32:00-04:00,alb,Kaggle
670,"unwired planet reports winning of german cellular essential patent infringement case against samsung, lg, huawei",2016-01-21 06:40:00-05:00,alb,Kaggle
671,u.s. cellular customers getting the samsung galaxy s iii in july,2012-06-04 09:08:00-04:00,alb,Kaggle
672,samsung galaxy tab 10.1 available on us cellular for $499.99,2012-03-22 10:19:00-04:00,alb,Kaggle
673,samsung strikes deals for galaxy tablet sales in u.s. (005930.ks),2010-09-17 10:39:00-04:00,alb,Kaggle
674,vimicro and samsung form strategic partnership to develop products for the china security surveillance market ,2012-04-27 08:02:00-04:00,alb,Kaggle
677,vmware announces new strategic partnership with samsung to virtualize mobile devices  ,2011-08-31 08:02:00-04:00,alb,Kaggle
678,hearing vodafone germany has stopped pre-selling samsung galaxy note 7s,2016-10-10 10:39:00-04:00,alb,Kaggle
679,report: samsung android phone breaking uk records - ibd,2012-05-23 12:54:00-04:00,alb,Kaggle
680,vodafone first carrier to offer new samsung galaxy phone,2012-04-23 12:55:00-04:00,alb,Kaggle
682,verizon and samsung to release 5g smartphone in the u.s. in first half of 2019,2018-12-03 08:04:00-05:00,alb,Kaggle
684,verizon's oath signs distribution deal with samsung,2018-05-02 04:46:00-04:00,alb,Kaggle
685,verizon chooses samsung for 5g commercial launch,2018-01-03 10:18:00-05:00,alb,Kaggle
686,samsung & cisco team with verizon to deliver first interconnected multi-vendor 5g trials,2017-05-10 09:02:00-04:00,alb,Kaggle
687,"verizon announces limited-time offer for samsung's galaxy s8, s8+: new device for $15/month after trading in an eligible device",2017-03-29 11:49:00-04:00,alb,Kaggle
688,"samsung, verizon announce first 5g customer trials set to begin in q2 2017",2017-02-22 09:00:00-05:00,alb,Kaggle
689,"samsung's note 7 is a 'fundamentally defective product,' major carriers are now offering an exchange",2016-10-10 08:20:00-04:00,alb,Kaggle
690,verizon and samsung launch 4g lte network extender for businesses and homes,2016-06-29 15:03:00-04:00,alb,Kaggle
691,"samsung devices catch a break while apple's iphone and ipad ban approaches (aapl, ssnlf)",2013-08-02 10:23:00-04:00,alb,Kaggle
693,traders passing around reports from several sources discussing delay for us launch of samsung's galaxy s4 amid 'overwhelming demand',2013-04-24 14:55:00-04:00,alb,Kaggle
694,"verizon to take samsung galaxy s4 pre-orders tomorrow, will arrive in stores may 30th",2013-04-24 09:38:00-04:00,alb,Kaggle
696,verizon says samsung could create ecosystem of their own -cnbc,2012-10-18 11:47:00-04:00,alb,Kaggle
698,did apple just help samsung sell a ton of smartphones?,2012-08-27 09:18:00-04:00,alb,Kaggle
699,verizon wireless adds samsung galaxy tab 2r 7.0,2012-08-15 09:17:00-04:00,alb,Kaggle
701,"update: zabitsky says microsoft, samsung pressing iphone margins; carriers want more open ecosystem, want to get iphone prices down; microsoft getting unusual support from carriers",2012-04-20 10:20:00-04:00,alb,Kaggle
702,"energous shares spike off session lows, $18 level, now up 0.4% for session; traders circulating chatter co. in talks with google, samsung related to android market and multiple chinese oems",2018-01-17 11:31:00-05:00,alb,Kaggle
703,samsung announces 840 evo ssd with enhanced security solution for enterprise applications ,2014-01-06 10:03:00-05:00,alb,Kaggle
704,wave systems jumps over 20% on deal with samsung,2012-05-29 08:48:00-04:00,alb,Kaggle
705,wave systems signs 15-year license agreement with samsung -filing,2012-05-29 08:43:00-04:00,alb,Kaggle
706,samsung partners with wave ,2011-11-14 08:29:00-05:00,alb,Kaggle
710,"toshiba ceo says not considering talks with western digital regarding sale of chips business; says wants to cooperate, invest jointly with western digital to compete against samsung -reuters",2017-06-23 04:38:00-04:00,alb,Kaggle
712,"western digital +4.8% premarket @$67  following guidance, announcement of samsung cross-license agreement",2016-12-07 06:59:00-05:00,alb,Kaggle
713,"western digital corporation renews patent cross-license agreement with samsung, terms not disclosed",2016-12-06 16:35:00-05:00,alb,Kaggle
714,western digital and samsung suspend disk drive shipments -semiaccurate,2011-11-04 08:22:00-04:00,alb,Kaggle
715,western digital and samsung suspend disk drive shipments to taiwan -semiaccurate,2011-11-03 17:54:00-04:00,alb,Kaggle
718,"soapbox research releases negative report on whirlpool, alleges co. 'has overstated earnings and is poised to lose out to new capacity from samsung and lg'",2019-09-10 09:43:00-04:00,alb,Kaggle
719,whirlpool shares move higher after u.s. commission calls for tariff-rate quota on samsung and lg washer imports,2017-11-21 13:48:00-05:00,alb,Kaggle
720,"whirlpool shares strength due to  ftc finding injury to u.s. washing machine producers from imported samsung, lg washers",2017-10-05 11:07:00-04:00,alb,Kaggle
721,"whirlpool safeguard petition to stop samsung, lg from repeatedly evading u.s. trade laws",2017-05-31 06:01:00-04:00,alb,Kaggle
722,"whirlpool reports 'for the second time, samsung and lg found guilty of unlawful trade practices that hurt u.s. appliance industry workers'",2017-01-10 11:51:00-05:00,alb,Kaggle
723,"whirlpool says u.s. govt. confirms samsung, lg dumped washers into u.s.; declined to apply samsung's dumping rate retroactively",2016-12-09 14:23:00-05:00,alb,Kaggle
724,"whirlpool won key decision in antidumping case against lg, samsung",2014-01-13 16:48:00-05:00,alb,Kaggle
725,"duties said to be raised on washers by daewoo and lg; duties on samsung washing machines unchanged, commerce department says companies dumped washers in us market -bloomberg",2012-12-19 13:54:00-05:00,alb,Kaggle
726,whirlpool corporation comments on u.s. department of commerce's final dumping determinations against lg and samsung ,2012-03-19 13:11:00-04:00,alb,Kaggle
727,"wilan wins big, announces licensing deal with samsung",2015-06-02 10:51:00-04:00,alb,Kaggle
728,update: samsung licenses wilan semiconductor technology,2015-06-02 09:25:00-04:00,alb,Kaggle
729,samsung licenses wilan semiconductor technology,2015-06-02 09:24:00-04:00,alb,Kaggle
730,update: clarus securities raises pt on wi-lan on samsung licensing agreement renewal,2013-06-21 13:39:00-04:00,alb,Kaggle
731,cibc positive note on wilan on license renewal with samsung,2013-06-21 10:13:00-04:00,alb,Kaggle
732,wilan and samsung agree to a long-term license,2013-06-20 16:12:00-04:00,alb,Kaggle
736,widepoint announces identity management product agreement with samsung,2015-06-29 07:46:00-04:00,alb,Kaggle
739,yandex search and yandex apps available on samsung smartphones  ,2011-10-25 06:51:00-04:00,alb,Kaggle
740,yandex partners with samsung  ,2011-10-17 06:43:00-04:00,alb,Kaggle
741,youku tudou announces collaboration with mirriad to offer high-tech 'native in-video' ads; samsung first brand to sign up,2015-11-03 04:35:00-05:00,alb,Kaggle
743,zagg announces ultra visionguard and ultra clear for the samsung galaxy note10 and note10+,2019-08-08 09:12:00-04:00,alb,Kaggle
744,zagg introduces invisibleshield hdx for samsung galaxy s6,2015-04-07 09:01:00-04:00,alb,Kaggle
746,zagg spokesperson would not comment on prior rumors of apple/samsung partnership talks,2012-01-17 13:48:00-05:00,alb,Kaggle
747,hearing zagg may have or be close to deals with apple and samsung,2012-01-17 11:53:00-05:00,alb,Kaggle
748,vevo signs deal with apple and samsung – content coming as early as next week,2013-08-21 07:46:00-04:00,alb,Kaggle
749,samsung unveils speech to text mobile,2005-01-06 00:00:00,alb,Kaggle
750,samsung admits to price fixing,2005-10-14 00:00:00,alb,Kaggle
751,south korea mps approve samsung corruption probe,2007-11-23 00:00:00,alb,Kaggle
752,s korean investigators raid samsung office reports,2008-01-15 00:00:00,alb,Kaggle
753,samsung head charged with fraud avoids arrest,2008-04-17 00:00:00,alb,Kaggle
754,samsung chief to step down over tax charges,2008-04-22 00:00:00,alb,Kaggle
755,reform not a given after samsung chairman resigns,2008-04-24 00:00:00,alb,Kaggle
756,ex samsung chief handed 3 year suspended jail term,2008-07-16 00:00:00,alb,Kaggle
757,former samsung chairman escapes jail,2008-07-17 00:00:00,alb,Kaggle
758,samsung announces first ever quarterly loss,2009-01-23 00:00:00,alb,Kaggle
759,s korea pardons samsung boss to kickstart olympic,2009-12-30 00:00:00,alb,Kaggle
760,samsung apple clash over tablet computer,2011-08-03 00:00:00,alb,Kaggle
761,apple wins patent case against samsung,2011-09-09 00:00:00,alb,Kaggle
762,samsung tablets ruling,2011-10-13 00:00:00,alb,Kaggle
763,samsung free to launch another tablet,2011-10-14 00:00:00,alb,Kaggle
764,samsung seeks iphone ban in australia,2011-10-17 00:00:00,alb,Kaggle
765,samsung modified tablet,2011-11-17 00:00:00,alb,Kaggle
766,samsung wins apple appeal,2011-11-30 00:00:00,alb,Kaggle
767,samsung galaxy sales delayed again,2011-12-02 00:00:00,alb,Kaggle
768,apple loses bid to stop samsung tablet,2011-12-09 00:00:00,alb,Kaggle
769,samsung profits surge on galaxy phone,2012-07-27 00:00:00,alb,Kaggle
770,seoul court rules on apple samsung copyright case,2012-08-24 00:00:00,alb,Kaggle
771,technology editor nick ross on the apple samsung,2012-08-24 00:00:00,alb,Kaggle
772,apple wins us court case against samsung,2012-08-25 00:00:00,alb,Kaggle
773,apple seeks quick ban on eight samsung phones,2012-08-28 00:00:00,alb,Kaggle
774,samsung to check china suppliers for violations,2012-09-04 00:00:00,alb,Kaggle
775,samsung heading for another record profit,2012-10-05 00:00:00,alb,Kaggle
776,innovation concerns over apple samsung patent wars,2012-10-11 00:00:00,alb,Kaggle
777,samsung comes out blazing in the tablet wars,2012-11-08 00:00:00,alb,Kaggle
778,chinese phone makers take on apple and samsung,2013-02-06 00:00:00,alb,Kaggle
779,samsung announces 5g mobile data breakthrough,2013-05-14 00:00:00,alb,Kaggle
780,some samsung imports banned in apple patent case,2013-08-10 00:00:00,alb,Kaggle
781,nokia microsoft smartphone apple samsung android galaxy apple,2013-09-04 00:00:00,alb,Kaggle
782,south korea's samsung unveils smartwatch,2013-09-05 00:00:00,alb,Kaggle
783,apple wins damages in samsung retrial,2013-11-22 00:00:00,alb,Kaggle
784,apple samsung,2013-12-28 00:00:00,alb,Kaggle
785,samsung ordered to pay apple $130m for patent infringements,2014-05-03 00:00:00,alb,Kaggle
786,a wake up call for samsung,2014-10-09 00:00:00,alb,Kaggle
787,samsung accuses lg bosses of vandalising washing machines,2014-12-26 00:00:00,alb,Kaggle
788,has samsung gone too far,2015-02-10 00:00:00,alb,Kaggle
789,samsung warns customers new smart tvs listen in on users,2015-02-10 00:00:00,alb,Kaggle
790,apple gets partial win on appeal in samsung patent case,2015-05-19 00:00:00,alb,Kaggle
791,recalled samsung washing machines still pose fire danger,2015-05-30 00:00:00,alb,Kaggle
792,samsung washing machine catches fire in sydney unit,2015-06-10 00:00:00,alb,Kaggle
793,samsung phones could be vulnerable to cyber attack,2015-06-18 00:00:00,alb,Kaggle
794,recalled samsung washing machine causes house fire,2015-06-24 00:00:00,alb,Kaggle
795,government recall of samsung washing machines in nsw,2015-07-23 00:00:00,alb,Kaggle
796,wa samsung washing machine owners told to replace machines,2015-08-31 00:00:00,alb,Kaggle
797,adidas sneakers samsung phone liked to cayleb hough death,2016-04-14 00:00:00,alb,Kaggle
798,samsung washine machine recall sydney fire nsw white goods,2016-08-14 00:00:00,alb,Kaggle
799,samsung galaxy note 7 phones pulled from shelves,2016-09-02 00:00:00,alb,Kaggle
800,samsung recalls galaxy note7 smartphones over explosion risk,2016-09-06 00:00:00,alb,Kaggle
801,samsung phone explodes middle of night,2016-09-07 00:00:00,alb,Kaggle
802,samsung phone recalled by us consumer safety group,2016-09-16 00:00:00,alb,Kaggle
803,samsung sells shares as it deals with its exploding phone crisis,2016-09-19 00:00:00,alb,Kaggle
804,samsung galaxy note 2 emits sparks smoke during indigo flight,2016-09-24 00:00:00,alb,Kaggle
805,google pixel is bad news for samsung,2016-10-05 00:00:00,alb,Kaggle
806,samsung halts note 7 production reports say,2016-10-10 00:00:00,alb,Kaggle
807,samsung galaxy note7 key developments in recall crisis,2016-10-11 00:00:00,alb,Kaggle
808,samsung galaxy note7 owners told to stop using the smartphone,2016-10-11 00:00:00,alb,Kaggle
809,samsung galaxy note 7 production permanently discontinued,2016-10-11 00:00:00,alb,Kaggle
810,why did samsung take so long to shut down the note7,2016-10-11 00:00:00,alb,Kaggle
811,apple samsung iphone patent feud leaves us top court struggling,2016-10-12 00:00:00,alb,Kaggle
812,samsung ceases note 7 but unlikely to suffer permanent damage,2016-10-12 00:00:00,alb,Kaggle
813,samsung sends galaxy note7 users thermally insulated boxes,2016-10-12 00:00:00,alb,Kaggle
814,samsung sends insulated return boxes to note 7,2016-10-12 00:00:00,alb,Kaggle
815,airlines ban samsung galaxy note 7 on flights,2016-10-15 00:00:00,alb,Kaggle
816,south korean special prosecutors to question samsung leader,2017-01-11 00:00:00,alb,Kaggle
817,south korea prosecutor seeks arrest of samsung chief for bribery,2017-01-17 00:00:00,alb,Kaggle
818,south korea prosecutor seeks arrest of samsung head,2017-01-17 00:00:00,alb,Kaggle
819,samsung chief staves off arrest prosecutor keeps chasing,2017-01-19 00:00:00,alb,Kaggle
820,samsung galaxy note 7 fires,2017-01-23 00:00:00,alb,Kaggle
821,samsung investigates phone battery fires,2017-01-24 00:00:00,alb,Kaggle
822,samsung chief lee arrested in corruption investigation,2017-02-17 00:00:00,alb,Kaggle
823,samsung group chief jay y lee charged with bribery,2017-03-01 00:00:00,alb,Kaggle
824,samsung galaxy s8 launch,2017-03-30 00:00:00,alb,Kaggle
825,samsung vice chair jailed for five years,2017-08-25 00:00:00,alb,Kaggle
826,samsung chief jay y lee appeals against jail term for bribery,2017-08-28 00:00:00,alb,Kaggle
827,viagogo and samsung among choice shonky awards,2017-10-05 00:00:00,alb,Kaggle
828,samsung heir faces jail for bribing south korea president,2017-12-28 00:00:00,alb,Kaggle
829,samsung heir lee jae yong walks free after jail term suspended,2018-02-05 00:00:00,alb,Kaggle
830,samsung heir free on suspended jail term,2018-02-06 00:00:00,alb,Kaggle
831,samsung tvs turning themselves off in sa,2018-08-15 00:00:00,alb,Kaggle
832,samsung accused of sending mixed signals on regional tv glitch,2018-08-31 00:00:00,alb,Kaggle
833,new samsung phone features foldable display,2018-11-08 00:00:00,alb,Kaggle
834,samsung shows off bendy tablet that folds down to phone,2018-11-08 00:00:00,alb,Kaggle
835,samsung galaxy fold leads push for foldable devices,2019-02-21 00:00:00,alb,Kaggle
836,cnbc tech reporter says his samsung galaxy fold,2019-04-18 00:00:00,alb,Kaggle
837,samsung folding phone galaxy fold breaking after a few days,2019-04-18 00:00:00,alb,Kaggle
838,samsung delays galaxy fold after reports of screen breakages,2019-04-23 00:00:00,alb,Kaggle
839,samsung sued for misleading or deceptive conduct,2019-07-04 00:00:00,alb,Kaggle
840,from samsung to swarovski big brands face backlash china,2019-08-14 00:00:00,alb,Kaggle
841,samsung vice chairman jay lee sentenced to two and a half years,2021-01-18 00:00:00,alb,Kaggle
842,a titanic row between samsung and a hedge fund run by an american jew sparks anti-jewish assault in south korean media,2015-07-09 00:00:00,alb,Kaggle
843,samsung warn consumers not to discuss personal info in front of its voice activated tv's,2015-02-10 00:00:00,alb,Kaggle
844,samsung privacy policy: watch what you say around your smart tv.,2015-02-09 00:00:00,alb,Kaggle
845,"samsung semiconductor workers: lymphoma, and no compensation",2015-01-29 00:00:00,alb,Kaggle
846,"samsung has temporarily suspended business with one of its suppliers in china after finding ""evidence"" of illegal child labour at the plant.",2014-07-14 00:00:00,alb,Kaggle
847,"samsung factory robbed at gunpoint in brazil, $36 million in smartphones, tablets and laptops stolen",2014-07-08 00:00:00,alb,Kaggle
848,samsung offers 'deep apology' and compensation to workers who've contracted incurable diseases,2014-05-14 00:00:00,alb,Kaggle
849,chemicals killing smartphone chip factory workers: samsung and apple factories accused,2014-04-24 00:00:00,alb,Kaggle
850,workers in samsung semiconductor plants who have developed cancer while working in dangerous conditions are fighting their former employerand their governmentfor compensation.,2014-04-12 00:00:00,alb,Kaggle
851,brazil sues samsung over 'serious' violations at manaus factory of world's largest smartphone maker.,2013-08-14 00:00:00,alb,Kaggle
852,"russian mobile operators say 'nyet!' to apple, 'da!' to samsung: all three top carriers have discontinued iphone",2013-07-19 00:00:00,alb,Kaggle
853,foss patents: uk judge who issued extreme ruling for samsung against apple hired by... samsung!,2013-02-28 00:00:00,alb,Kaggle
854,major blow to apple as one of its key patents is invalidated. the patent helped it win a 1 billion dollar judgement against samsung,2012-12-21 00:00:00,alb,Kaggle
855,samsung asks employees to quit getting smashed at company events,2012-11-29 00:00:00,alb,Kaggle
856,"apple loses tablet copyright appeal against samsung
| reuters",2012-10-18 00:00:00,alb,Kaggle
857,apple loses samsung patent case in japan,2012-09-01 00:00:00,alb,Kaggle
858,"a tokyo court has ruled samsung hasn't infringed on an apple patent, in the latest development in the legal battle between the two technology titans.


",2012-08-31 00:00:00,alb,Kaggle
859,apple and samsung get south korea bans - bbc news,2012-08-24 00:00:00,alb,Kaggle
860,uk judge: apple must run ads saying samsung didn't copy the ipad,2012-07-20 00:00:00,alb,Kaggle
861,b'samsung declares war on free speech',2010-05-12 00:00:00,alb,Kaggle
862,b'samsung sues a british columnist for libel over a satirical spoof.',2010-05-11 00:00:00,alb,Kaggle
863,b'samsung to invest $1.63 billion in indonesian biodiesel project . current rate of deforestation before the project: 380 us football fields an hour.',2008-07-23 00:00:00,alb,Kaggle
864,samsung electronics says selling some of its shares in asml,2016-09-08 00:00:00,alb,Kaggle
865,samsung electronics says sold shares in four companies,2016-09-18 00:00:00,alb,Kaggle
866,the zacks analyst blog highlights  samsung  target and davita,2019-11-25 00:00:00,alb,Kaggle
867,u s  washer tariffs put samsung  lg supply chains through the wringer,2018-01-30 00:00:00,alb,Kaggle
868,samsung electronics  u s  washing machine factory starts production,2018-01-12 00:00:00,alb,Kaggle
869,samsung s u s  washing machine factory to begin operations in jan  exec,2018-01-03 00:00:00,alb,Kaggle
870,panel finds u s  washing machine makers hurt by lg  samsung imports,2017-10-05 00:00:00,alb,Kaggle
871,whirlpool s washer battle with samsung  lg heats up at trade hearing,2017-09-07 00:00:00,alb,Kaggle
872,samsung electronics to open  380 million u s  home appliance plant,2017-06-28 00:00:00,alb,Kaggle
873,samsung elec may build u s  plant for home appliances  source,2017-02-02 00:00:00,alb,Kaggle
874,samsung  intel  dell team up on standards for connected gadgets,2014-07-08 00:00:00,alb,Kaggle
875,whirlpool seeks 50 percent duties on lg  samsung washers in u s  trade case,2017-10-19 00:00:00,alb,Kaggle
876,u s  commission recommends tariffs to curb samsung  lg washer imports,2017-11-22 00:00:00,alb,Kaggle
877,samsung to invest an extra  8 billion in china chip plant  media,2019-12-12 00:00:00,alb,Kaggle
878,tech fund that beat 98  of peers bets on samsung over apple,2019-10-21 00:00:00,alb,Kaggle
879,walkie talkie from microsoft teams  samsung,2020-01-13 00:00:00,alb,Kaggle
880,recovery beckons for samsung as chip prices stabilize,2019-10-03 00:00:00,alb,Kaggle
881,samsung electronics  second quarter profit likely halved as huawei woes worsen chip glut,2019-07-03 00:00:00,alb,Kaggle
882,samsung profit halves as downturn wallops chips and smartphones,2019-07-04 00:00:00,alb,Kaggle
883,chip stocks slip on samsung profit warning,2019-07-05 00:00:00,alb,Kaggle
884,the big trading dichotomy as samsung readies to report results,2019-04-03 00:00:00,alb,Kaggle
885,the big trading dichotomy ahead of samsung earnings,2019-04-04 00:00:00,alb,Kaggle
886,samsung electronics sees lowest quarterly profit in more than two years,2019-04-04 00:00:00,alb,Kaggle
887,samsung elec flags earnings miss as chip prices slide,2019-03-26 00:00:00,alb,Kaggle
888,samsung  uae funds lead  55 million investment in quantum computing startup,2019-10-22 00:00:00,alb,Kaggle
889,samsung plans to lower memory chip growth as demand slowdown looms  bloomberg,2018-09-20 00:00:00,alb,Kaggle
890,kla shares plunge on analyst downgrade  samsung concern,2018-06-24 00:00:00,alb,Kaggle
891,samsung plans  116 billion investment in non memory chips to challenge tsmc  qualcomm,2019-04-24 00:00:00,alb,Kaggle
892,chinese regulators launch probe into samsung electronics  sk hynix  micron,2018-06-04 00:00:00,alb,Kaggle
893,samsung electronics tips record first quarter profit as chip boom winds down,2018-04-06 00:00:00,alb,Kaggle
894,scandals dog the samsung family,2018-02-08 00:00:00,alb,Kaggle
895,samsung electronics forecasts weaker 2019 earnings as chip sales slow,2019-01-30 00:00:00,alb,Kaggle
896,samsung headed for china agreement in likely ding to dram prices,2018-02-02 00:00:00,alb,Kaggle
897,semiconductors finishing day strong after amd  samsung reports,2018-01-31 00:00:00,alb,Kaggle
898,apple considered samsung  mediatek to supply 5g modems for 2019 iphones,2019-01-11 00:00:00,alb,Kaggle
899,samsung  huawei supply majority of own modem chips  qualcomm says,2019-01-04 00:00:00,alb,Kaggle
900,dram stocks moving as samsung prepares to raise q4 prices,2017-08-14 00:00:00,alb,Kaggle
901,olympics  samsung extends olympics sponsorship to 2028   ioc,2018-12-04 00:00:00,alb,Kaggle
902,verizon  samsung to release 5g smartphones in u s  in 2019,2018-12-03 00:00:00,alb,Kaggle
903,as tide turns against chip industry  samsung forges ahead of rivals,2016-04-26 00:00:00,alb,Kaggle
904,blown away by innovation or price  samsung s foldable phone opens new frontier,2019-02-21 00:00:00,alb,Kaggle
905,hp gets china s nod to acquire samsung s printer business,2017-10-08 00:00:00,alb,Kaggle
906,samsung will invest  6b in next gen ics,2018-02-23 00:00:00,alb,Kaggle
